,ALSTI FP Equity_DX_SI_QTY,ALSTI FP Equity_DX_SHORT_INTEREST_VALUE,ALSTI FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALSTI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALSTI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALSTI FP Equity_DX_SI_MV,ALSTI FP Equity_DX_DSS,ALSTI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALSTI FP Equity_DX_SUPPLY_SI_QTY,ALSTI FP Equity_DX_BROKER_SI_QTY,ALSTI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALSTI FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALSTI FP Equity_DX_BROKER_SI_MV_INC_x,ALSTI FP Equity_DX_BROKER_SI_QTY_ADD,ALSTI FP Equity_DX_SUPPLY_SI_MV_DEC,ALSTI FP Equity_DX_BROKER_SI_QTY_INC,ALSTI FP Equity_DX_SUPPLY_SI_QTY_DEC,ALSTI FP Equity_DX_BROKER_SI_MV_INC_y,ALSTI FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALSTI FP Equity_DX_BROKER_SI_MV_ADD,ALSTI FP Equity_DX_SUPPLY_SI_QTY_ADD,ALSTI FP Equity_DX_BROKER_SI_QTY_DEC,ALSTI FP Equity_DX_SUPPLY_SI_MV,ALSTI FP Equity_DX_BROKER_SI_MV_DEC,ALSTI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALSTI FP Equity_DX_UTILIZATION_QUANTITY,ALSTI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALSTI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALSTI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALSTI FP Equity_DX_ACTIVE_UTILIZATION_MV,ALSTI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALSTI FP Equity_DX_BROKER_SI_CON_RATIO,ALSTI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALSTI FP Equity_DX_DEMAND_SUPPLY_RATIO
2024-09-27,1328.0,31872.0,0.08,0.28,0.03,0.03,0.0,15936.0,664.0,664.0,15936.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-09-30,1328.0,35059.2,0.08,0.25,0.03,0.03,0.0,17529.6,664.0,664.0,17529.6,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-10-01,1928.0,48392.8,0.12,0.31,0.04,0.05,0.0,24196.4,964.0,964.0,24196.4,300.0,0.01,,,300.0,,0.01,300.0,,,,0.03,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-10-02,1928.0,49935.2,0.12,0.25,0.04,0.05,0.0,24967.6,964.0,964.0,24967.6,,,,,,,,,,,,0.02,,100.0,96.4,0.0,0.0,0.0,100.0,,1.0,100.0,1.928
2024-10-03,1928.0,48200.0,0.12,0.23,0.04,0.05,0.0,24100.0,964.0,964.0,24100.0,,,,,,,,,,,,0.03,,100.0,80.33,0.0,0.0,0.0,100.0,,1.0,100.0,1.6067
2024-10-04,1826.0,42728.4,0.11,0.21,0.04,0.05,0.0,21364.2,913.0,913.0,21364.2,,,,0.0,,51.0,,,,,51.0,0.02,0.0,100.0,76.08,0.0,0.0,0.0,100.0,,1.0,100.0,1.5217
2024-10-07,1826.0,46015.2,0.11,0.2,0.04,0.04,0.0,23007.6,913.0,913.0,23007.6,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-10-08,1526.0,39523.4,0.1,0.17,0.03,0.04,0.0,19761.7,763.0,763.0,19761.7,,,,0.0,,150.0,,,,,150.0,0.02,0.0,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-10-09,1526.0,39676.0,0.1,0.16,0.03,0.04,0.0,19838.0,763.0,763.0,19838.0,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-10-10,1526.0,41965.0,0.1,0.16,0.03,0.04,0.0,20982.5,763.0,763.0,20982.5,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-10-11,1526.0,42728.0,0.1,0.14,0.03,0.04,0.0,21364.0,763.0,763.0,21364.0,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-10-14,5189.0,146848.7,0.33,0.45,0.1,0.15,0.0,125255.8,4426.0,4426.0,125255.8,3663.0,,3663.0,,,,,3663.0,0.1,,,0.12,,100.0,100.0,0.0,0.0,0.0,100.0,29.41,0.5848,70.59,1.1724
2024-10-15,5189.0,138546.3,0.33,0.43,0.1,0.15,0.0,118174.2,4426.0,4426.0,118174.2,,,,,,,,,,,,0.13,,100.0,100.0,0.0,0.0,0.0,100.0,29.41,0.5848,70.59,1.1724
2024-10-16,5189.0,141659.7,0.33,0.42,0.1,0.14,0.0,120829.8,4426.0,4426.0,120829.8,,,,,,,,,,,,0.12,,100.0,100.0,0.0,0.0,0.0,100.0,29.41,0.5848,70.59,1.1724
2024-10-17,4636.0,118681.6,0.29,0.37,0.09,0.13,0.0,99148.8,3873.0,3873.0,99148.8,,,,0.01,,553.0,,,,,553.0,0.11,0.01,100.0,100.0,0.0,0.0,0.0,100.0,32.92,0.5584,67.08,1.197
2024-10-18,5126.0,132763.4,0.32,0.39,0.1,0.13,0.0,113001.7,4363.0,4363.0,113001.7,490.0,0.01,,,490.0,,0.01,490.0,,,,0.11,,100.0,100.0,0.0,0.0,0.0,100.0,29.77,0.5819,70.23,1.1749
2024-10-21,4474.0,120798.0,0.28,0.33,0.09,0.12,0.0,108999.0,4037.0,4037.0,108999.0,,,,0.01,,326.0,,,,,326.0,0.1,0.01,100.0,100.0,0.0,0.0,0.0,100.0,19.54,0.6856,80.46,1.1082
2024-10-22,4874.0,133060.2,0.31,0.36,0.1,0.13,0.0,115670.1,4237.0,4237.0,115670.1,200.0,0.01,,,200.0,,0.01,200.0,,,,0.11,,100.0,100.0,0.0,0.0,0.0,100.0,26.14,0.6139,73.86,1.1503
2024-10-23,5600.0,150080.0,0.35,0.41,0.11,0.15,0.0,123280.0,4600.0,4600.0,123280.0,363.0,0.01,,,363.0,,0.01,363.0,,,,0.13,,100.0,100.0,0.0,0.0,0.0,100.0,35.71,0.5408,64.29,1.2174
2024-10-24,4865.0,131355.0,0.31,0.35,0.1,0.13,0.0,104355.0,1000.0,3865.0,27000.0,,,,0.1,,3600.0,,,,,735.0,0.03,0.02,100.0,100.0,0.0,0.0,0.0,100.0,41.11,0.5158,58.89,4.865
2024-10-25,5808.0,151008.0,0.36,0.41,0.11,0.16,0.0,125008.0,4808.0,4808.0,125008.0,3808.0,0.03,,,943.0,,0.03,3808.0,,,,0.13,,100.0,100.0,0.0,0.0,0.0,100.0,34.44,0.5485,65.56,1.208
2024-10-28,2686.0,68761.6,0.17,0.19,0.05,0.07,0.0,43161.6,1686.0,1686.0,43161.6,,,,0.09,,3122.0,,,,,3122.0,0.04,0.09,100.0,100.0,0.0,0.0,0.0,100.0,25.54,0.6197,74.46,1.5931
2024-10-29,1886.0,49413.2,0.12,0.13,0.04,0.05,0.0,31073.2,1386.0,1186.0,36313.2,,,,0.01,,300.0,,,,,500.0,0.04,0.01,100.0,100.0,0.0,0.0,0.0,100.0,36.37,0.5371,63.63,1.3607
2024-10-30,5569.0,128087.0,0.35,0.39,0.11,0.15,0.0,116587.0,5069.0,5069.0,116587.0,3683.0,0.1,,,3883.0,,0.1,3683.0,,,,0.13,,100.0,100.0,0.0,0.0,0.0,100.0,17.96,0.7054,82.04,1.0986
2024-10-31,3883.0,88532.4,0.24,0.11,0.08,0.09,0.0,88532.4,3883.0,3883.0,88532.4,,,,0.04,,1186.0,,,,,1186.0,0.09,0.04,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-11-01,3883.0,88144.1,0.24,0.1,0.08,0.09,0.0,88144.1,3883.0,3883.0,88144.1,,,,,,,,,,,,0.09,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-11-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.09,,3883.0,,,,,3883.0,0.0,0.09,0.0,0.0,600.0,13260.0,0.01,0.0,,0.0,,0.0
2024-11-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,600.0,13320.0,0.01,0.0,,0.0,,0.0
2024-11-06,4367.0,103061.2,0.27,0.12,0.09,0.1,0.0,103061.2,4367.0,4367.0,103061.2,,,4367.0,,,,,,0.1,4367.0,,0.1,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-11-07,4367.0,103061.2,0.27,0.12,0.09,0.1,0.0,103061.2,4367.0,4367.0,103061.2,,,,,,,,,,,,0.1,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-11-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.1,,4367.0,,,,,4367.0,0.0,0.1,0.0,0.0,600.0,14220.0,0.01,0.0,,0.0,,0.0
2024-11-11,864.0,20563.2,0.05,0.02,0.02,0.02,0.0,20563.2,0.0,864.0,0.0,,,864.0,,,,,,0.02,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.44
2024-11-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,864.0,0.0,0.02,0.0,0.0,900.0,20880.0,0.02,0.0,,0.0,,0.0
2024-11-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,900.0,19980.0,0.02,0.0,,0.0,,0.0
2024-11-14,764.0,17113.6,0.05,0.02,0.02,0.02,0.0,0.0,764.0,0.0,17113.6,,,,,,,,,,764.0,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-11-15,764.0,17190.0,0.05,0.02,0.02,0.02,0.0,0.0,764.0,0.0,17190.0,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-11-18,764.0,17419.2,0.05,0.02,0.02,0.02,0.0,0.0,764.0,0.0,17419.2,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-11-19,764.0,17190.0,0.05,0.02,0.02,0.02,0.0,0.0,764.0,0.0,17190.0,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-11-20,764.0,16808.0,0.05,0.02,0.02,0.02,0.0,0.0,764.0,0.0,16808.0,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-11-21,764.0,16960.8,0.05,0.02,0.02,0.02,0.0,0.0,764.0,0.0,16960.8,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-11-22,1628.0,36141.6,0.1,0.05,0.03,0.04,0.0,19180.8,764.0,864.0,16960.8,,,864.0,,,,,,0.02,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,46.93,0.5019,53.07,2.1309
2024-11-25,1628.0,37932.4,0.1,0.05,0.03,0.04,0.0,20131.2,764.0,864.0,17801.2,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,46.93,0.5019,53.07,2.1309
2024-11-26,764.0,17724.8,0.05,0.02,0.02,0.02,0.0,0.0,764.0,0.0,17724.8,,,,,,,,,,,864.0,0.02,0.02,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-11-27,764.0,17419.2,0.05,0.03,0.02,0.02,0.0,0.0,764.0,0.0,17419.2,,,,,,,,,,,,0.02,,100.0,84.89,0.0,0.0,0.0,100.0,,1.0,100.0,0.8489
2024-11-28,800.0,18480.0,0.05,0.03,0.02,0.02,0.0,18480.0,0.0,800.0,0.0,,,800.0,0.02,,764.0,,,0.02,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.6154
2024-11-29,800.0,18320.0,0.05,0.03,0.02,0.02,0.0,18320.0,0.0,800.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.6154
2024-12-02,800.0,17840.0,0.05,0.03,0.02,0.02,0.0,17840.0,0.0,800.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.7273
2024-12-03,800.0,17680.0,0.05,0.03,0.02,0.02,0.0,17680.0,0.0,800.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.8889
2024-12-04,650.0,14235.0,0.04,0.02,0.01,0.01,0.0,14235.0,0.0,650.0,0.0,,,,,,,,,,,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.65
2024-12-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,650.0,0.0,0.01,0.0,0.0,900.0,20790.0,0.02,0.0,,0.0,,0.0
2024-12-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,900.0,20970.0,0.02,0.0,,0.0,,0.0
2024-12-09,440.0,10076.0,0.03,0.02,0.01,0.01,0.0,10076.0,0.0,440.0,0.0,,,440.0,,,,,,0.01,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.6286
2024-12-10,440.0,10384.0,0.03,0.02,0.01,0.01,0.0,10384.0,0.0,440.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.4667
2024-12-11,440.0,11044.0,0.03,0.02,0.01,0.01,0.0,11044.0,0.0,440.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.88
2024-12-12,440.0,11660.0,0.03,0.06,0.01,0.01,0.0,11660.0,0.0,440.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.7333
2024-12-13,440.0,11440.0,0.03,0.06,0.01,0.01,0.0,11440.0,0.0,440.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.7333
2024-12-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,440.0,0.0,0.01,0.0,0.0,1300.0,33930.0,0.03,0.0,,0.0,,0.0
2024-12-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000.0,26000.0,0.03,0.0,,0.0,,0.0
2024-12-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000.0,26000.0,0.03,0.0,,0.0,,0.0
2024-12-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000.0,26200.0,0.03,0.0,,0.0,,0.0
2024-12-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000.0,24800.0,0.03,0.0,,0.0,,0.0
2024-12-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,400.0,9920.0,0.01,0.0,,0.0,,0.0
2024-12-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,400.0,9840.0,0.01,0.0,,0.0,,0.0
2024-12-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,400.0,9840.0,0.01,0.0,,0.0,,0.0
2024-12-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,200.0,4920.0,0.01,0.0,,0.0,,0.0
2024-12-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,200.0,4860.0,0.01,0.0,,0.0,,0.0
2024-12-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,700.0,18060.0,0.02,0.0,,0.0,,0.0
2024-12-31,1890.0,49896.0,0.12,0.26,0.04,0.05,0.0,24948.0,945.0,945.0,24948.0,,,945.0,,,,,,0.02,945.0,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2025-01-01,1890.0,49896.0,0.12,0.27,0.04,0.05,0.0,24948.0,945.0,945.0,24948.0,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2025-01-02,1890.0,52542.0,0.12,0.27,0.04,0.05,0.0,26271.0,945.0,945.0,26271.0,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2025-01-03,1890.0,51975.0,0.12,0.24,0.04,0.05,0.0,25987.5,945.0,945.0,25987.5,,,,,,,,,,,,0.03,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2025-01-06,1890.0,51975.0,0.12,0.22,0.04,0.05,0.0,25987.5,945.0,945.0,25987.5,,,,,,,,,,,,0.03,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2025-01-07,1890.0,51408.0,0.12,0.21,0.04,0.05,0.0,25704.0,945.0,945.0,25704.0,,,,,,,,,,,,0.03,,100.0,94.97,0.0,0.0,0.0,100.0,,1.0,100.0,1.8995
2025-01-08,1890.0,51786.0,0.12,0.21,0.04,0.05,0.0,25893.0,945.0,945.0,25893.0,,,,,,,,,,,,0.03,,100.0,94.97,0.0,0.0,0.0,100.0,,1.0,100.0,1.8995
2025-01-09,1890.0,49707.0,0.12,0.19,0.04,0.05,0.0,24853.5,945.0,945.0,24853.5,,,,,,,,,,,,0.03,,100.0,46.1,0.0,0.0,0.0,100.0,,1.0,100.0,0.922
2025-01-10,1890.0,51408.0,0.12,0.18,0.04,0.05,0.0,25704.0,945.0,945.0,25704.0,,,,,,,,,,,,0.02,,100.0,46.1,0.0,0.0,0.0,100.0,,1.0,100.0,0.922
2025-01-13,1890.0,52164.0,0.09,0.18,0.04,0.05,0.0,26082.0,945.0,945.0,26082.0,,,,,,,,,,,,0.03,,100.0,60.97,0.0,0.0,0.0,100.0,,1.0,100.0,1.2194
2025-01-14,1890.0,52353.0,0.09,0.18,0.04,0.05,0.0,26176.5,945.0,945.0,26176.5,,,,,,,,,,,,0.03,,100.0,65.17,0.0,0.0,0.0,100.0,,1.0,100.0,1.3034
2025-01-15,1890.0,52353.0,0.09,0.18,0.04,0.05,0.0,26176.5,945.0,945.0,26176.5,,,,,,,,,,,,0.03,,100.0,94.97,0.0,0.0,0.0,100.0,,1.0,100.0,1.8995
2025-01-16,5789.0,165565.4,0.27,0.54,0.11,0.16,0.0,138538.4,4844.0,4844.0,138538.4,3857.0,,3899.0,,,,,3857.0,0.11,42.0,,0.13,,100.0,98.98,0.0,0.0,0.0,100.0,33.0,0.5578,67.0,1.1829
2025-01-17,5747.0,164938.9,0.27,0.52,0.11,0.16,0.0,137817.4,4802.0,4802.0,137817.4,,,,0.0,,42.0,,,,,42.0,0.14,0.0,100.0,98.97,0.0,0.0,0.0,100.0,32.93,0.5583,67.07,1.1845
2025-01-20,1890.0,54810.0,0.09,0.16,0.04,0.05,0.0,27405.0,945.0,945.0,27405.0,,,,0.11,,3857.0,,,,,3857.0,0.03,0.11,100.0,94.97,0.0,0.0,0.0,100.0,,1.0,100.0,1.8995
2025-01-21,1890.0,56133.0,0.09,0.16,0.04,0.06,0.0,28066.5,945.0,945.0,28066.5,,,,,,,,,,,,0.03,,100.0,65.17,0.0,0.0,0.0,100.0,,1.0,100.0,1.3034
2025-01-22,1890.0,56133.0,0.09,0.15,0.04,0.06,0.0,28066.5,945.0,945.0,28066.5,,,,,,,,,,,,0.03,,100.0,94.97,0.0,0.0,0.0,100.0,,1.0,100.0,1.8995
2025-01-23,1890.0,52920.0,0.09,0.15,0.04,0.05,0.0,26460.0,945.0,945.0,26460.0,,,,,,,,,,,,0.03,,100.0,65.17,0.0,0.0,0.0,100.0,,1.0,100.0,1.3034
2025-01-24,1890.0,54054.0,0.09,0.14,0.04,0.05,0.0,27027.0,945.0,945.0,27027.0,,,,,,,,,,,,0.03,,100.0,65.17,0.0,0.0,0.0,100.0,,1.0,100.0,1.3034
2025-01-27,1890.0,54243.0,0.09,0.14,0.04,0.05,0.0,27121.5,945.0,945.0,27121.5,,,,,,,,,,,,0.03,,100.0,90.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.8
2025-01-28,1890.0,53676.0,0.09,0.15,0.04,0.05,0.0,26838.0,945.0,945.0,26838.0,,,,,,,,,,,,0.03,,100.0,90.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.8
2025-01-29,1890.0,53865.0,0.09,0.15,0.04,0.05,0.0,26932.5,945.0,945.0,26932.5,,,,,,,,,,,,0.03,,100.0,90.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.8
2025-01-30,1890.0,54621.0,0.09,0.15,0.04,0.05,0.0,27310.5,945.0,945.0,27310.5,,,,,,,,,,,,0.03,,100.0,90.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.8
2025-01-31,1890.0,56133.0,0.09,0.15,0.04,0.06,0.0,28066.5,945.0,945.0,28066.5,,,,,,,,,,,,0.03,,100.0,90.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.8
2025-02-03,2290.0,67097.0,0.11,0.18,0.05,0.07,0.0,33548.5,1145.0,1145.0,33548.5,200.0,,200.0,,,,,200.0,0.01,,,0.03,,100.0,91.6,0.0,0.0,0.0,100.0,17.47,0.7117,82.53,1.832
2025-02-04,2290.0,67097.0,0.11,0.18,0.05,0.07,0.0,33548.5,1145.0,1145.0,33548.5,,,,,,,,,,,,0.03,,100.0,84.81,0.0,0.0,0.0,100.0,17.47,0.7117,82.53,1.6963
2025-02-05,5590.0,169936.0,0.26,0.44,0.11,0.17,0.0,135128.0,4445.0,4445.0,135128.0,3300.0,,3300.0,,,,,3300.0,0.1,,,0.13,,100.0,98.89,0.0,0.0,0.0,100.0,34.18,0.4653,58.58,1.2436
2025-02-06,5590.0,173849.0,0.26,0.46,0.11,0.17,0.0,138239.5,4445.0,4445.0,138239.5,,,,,,,,,,,,0.14,,100.0,98.89,0.0,0.0,0.0,100.0,34.04,0.4663,58.76,1.2436
2025-02-07,2290.0,71219.0,0.11,0.18,0.05,0.07,0.0,35609.5,1145.0,1145.0,35609.5,,,,0.1,,3300.0,,,,,3300.0,0.04,0.1,100.0,25.47,0.0,0.0,0.0,100.0,17.47,0.7117,82.53,0.5095
2025-02-10,2090.0,65835.0,0.1,0.16,0.04,0.07,0.0,29767.5,1145.0,945.0,36067.5,,,,,,,,,,,200.0,0.04,0.01,100.0,50.89,0.0,0.0,0.0,100.0,9.51,0.8278,90.49,0.9289
2025-02-11,1890.0,58212.0,0.09,0.14,0.04,0.06,0.0,29106.0,945.0,945.0,29106.0,,,,0.01,,200.0,,,,,,0.03,,100.0,38.57,0.0,0.0,0.0,100.0,,1.0,100.0,0.7714
2025-02-12,1890.0,56889.0,0.09,0.14,0.04,0.06,0.0,28444.5,945.0,945.0,28444.5,,,,,,,,,,,,0.03,,100.0,40.21,0.0,0.0,0.0,100.0,,1.0,100.0,0.8043
2025-02-13,2090.0,63118.0,0.1,0.16,0.04,0.06,0.0,31559.0,1045.0,1045.0,31559.0,100.0,,100.0,,,,,100.0,0.0,,,0.03,,100.0,41.8,0.0,0.0,0.0,100.0,9.57,0.8269,90.43,0.836
2025-02-14,2090.0,64372.0,0.1,0.17,0.04,0.06,0.0,32186.0,1045.0,1045.0,32186.0,,,,,,,,,,,,0.03,,100.0,40.19,0.0,0.0,0.0,100.0,9.57,0.8269,90.43,0.8038
2025-02-17,2090.0,65626.0,0.1,0.17,0.04,0.07,0.0,32813.0,1045.0,1045.0,32813.0,,,,,,,,,,,,0.03,,100.0,40.19,0.0,0.0,0.0,100.0,9.57,0.8269,90.43,0.8038
2025-02-18,2090.0,65417.0,0.1,0.18,0.04,0.07,0.0,32708.5,1045.0,1045.0,32708.5,,,,,,,,,,,,0.03,,100.0,39.81,0.0,0.0,0.0,100.0,9.57,0.8269,90.43,0.7962
2025-02-19,5202.0,162822.6,0.24,0.44,0.1,0.16,0.0,130114.1,4257.0,4157.0,133244.1,3212.0,,3212.0,,,,,3212.0,0.1,,100.0,0.13,0.0,100.0,92.91,0.0,0.0,0.0,100.0,36.33,0.5136,61.75,1.1353
2025-02-20,5102.0,152549.8,0.24,0.45,0.1,0.16,0.0,124294.3,4157.0,4157.0,124294.3,,,,0.0,,100.0,,,,,,0.13,,100.0,88.79,0.0,0.0,0.0,100.0,36.52,0.5364,63.48,1.0897
2025-02-21,2502.0,72558.0,0.12,0.22,0.05,0.07,0.0,42253.0,1457.0,1457.0,42253.0,,,100.0,0.09,,2700.0,,,0.0,,2800.0,0.04,0.09,100.0,31.12,0.0,0.0,0.0,100.0,16.68,0.6019,75.35,0.5344
2025-02-24,2502.0,69805.8,0.12,0.22,0.05,0.07,0.0,40650.3,1457.0,1457.0,40650.3,,,,,,,,,,,,0.04,,100.0,55.23,0.0,0.0,0.0,100.0,16.73,0.6014,75.3,0.9484
2025-02-25,2502.0,68304.6,0.12,0.22,0.05,0.07,0.0,39776.1,1457.0,1457.0,39776.1,,,,,,,,,,,,0.04,,100.0,51.58,0.0,0.0,0.0,100.0,16.62,0.6026,75.4,0.8857
2025-02-26,1557.0,44685.9,0.07,0.13,0.03,0.04,0.0,14694.4,1457.0,512.0,41815.9,,,,,,,,,,,945.0,0.04,0.03,100.0,51.58,0.0,0.0,0.0,100.0,26.37,0.4528,60.49,0.5512
2025-02-27,100.0,2880.0,0.0,0.01,0.0,0.0,0.0,0.0,100.0,0.0,2880.0,,,,0.04,,1357.0,,,,,512.0,0.0,0.01,100.0,2.68,0.0,0.0,0.0,100.0,,1.0,100.0,0.0268
2025-02-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,100.0,,,,,,0.0,,0.0,0.0,3750.0,107250.0,0.11,0.0,,0.0,,0.0
