,EXENS FP Equity_DX_SI_QTY,EXENS FP Equity_DX_SHORT_INTEREST_VALUE,EXENS FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,EXENS FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EXENS FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EXENS FP Equity_DX_SI_MV,EXENS FP Equity_DX_DSS,EXENS FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EXENS FP Equity_DX_SUPPLY_SI_QTY,EXENS FP Equity_DX_BROKER_SI_QTY,EXENS FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EXENS FP Equity_DX_SUPPLY_SI_QTY_INC_x,EXENS FP Equity_DX_BROKER_SI_MV_INC_x,EXENS FP Equity_DX_BROKER_SI_QTY_ADD,EXENS FP Equity_DX_SUPPLY_SI_MV_DEC,EXENS FP Equity_DX_BROKER_SI_QTY_INC,EXENS FP Equity_DX_SUPPLY_SI_QTY_DEC,EXENS FP Equity_DX_BROKER_SI_MV_INC_y,EXENS FP Equity_DX_SUPPLY_SI_QTY_INC_y,EXENS FP Equity_DX_BROKER_SI_MV_ADD,EXENS FP Equity_DX_SUPPLY_SI_QTY_ADD,EXENS FP Equity_DX_BROKER_SI_QTY_DEC,EXENS FP Equity_DX_SUPPLY_SI_MV,EXENS FP Equity_DX_BROKER_SI_MV_DEC,EXENS FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EXENS FP Equity_DX_UTILIZATION_QUANTITY,EXENS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EXENS FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EXENS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EXENS FP Equity_DX_ACTIVE_UTILIZATION_MV,EXENS FP Equity_DX_BROKER_SI_MARKET_SHARE_2,EXENS FP Equity_DX_BROKER_SI_CON_RATIO,EXENS FP Equity_DX_BROKER_SI_MARKET_SHARE_1,EXENS FP Equity_DX_DEMAND_SUPPLY_RATIO
2024-10-10,25784.0,547910.0,0.11,0.74,0.05,0.55,0.0,276080.0,12792.0,12992.0,271830.0,,0.23,,0.0,10900.0,229.0,0.23,,,11100.0,229.0,0.27,0.0,17.87,0.51,58800.0,1249500.0,1.26,17.86,20.02,0.6427,77.61,0.0103
2024-10-11,22400.0,472864.0,0.09,0.63,0.04,0.48,0.0,238543.0,11100.0,11300.0,234321.0,,,,0.04,,1692.0,,,,,1692.0,0.24,0.04,15.88,0.45,58800.0,1241268.0,1.25,15.88,1.47,0.9425,97.06,0.009
2024-10-14,22400.0,474880.0,0.09,0.61,0.04,0.47,0.0,239560.0,11100.0,11300.0,235320.0,,,,,,,,,,,,0.23,,15.88,0.44,58800.0,1246560.0,1.24,15.88,1.47,0.9427,97.07,0.0089
2024-10-15,22400.0,470400.0,0.09,0.61,0.04,0.47,0.0,237300.0,11100.0,11300.0,233100.0,,,,,,,,,,,,0.24,,15.88,0.44,58800.0,1234800.0,1.25,15.88,1.48,0.942,97.04,0.0089
2024-10-16,13600.0,283492.0,0.06,0.42,0.03,0.29,0.0,52112.5,11100.0,2500.0,231379.5,,,,,,,,,,,8800.0,0.23,0.19,20.67,0.44,42613.0,888267.99,0.89,20.67,4.18,0.8432,91.64,0.0055
2024-10-17,4800.0,100752.0,0.02,0.15,0.01,0.1,0.0,52475.0,2300.0,2500.0,48277.0,,,,0.18,,8800.0,,,,,,0.05,,5.12,0.09,42613.0,894446.87,0.89,5.12,4.15,0.8442,91.69,0.0019
2024-10-18,4800.0,100944.0,0.02,0.15,0.01,0.1,0.0,52575.0,2300.0,2500.0,48369.0,,,,,,,,,,,,0.05,,5.12,0.09,42613.0,896151.39,0.89,5.12,4.16,0.8439,91.67,0.0019
2024-10-21,4800.0,100800.0,0.02,0.16,0.01,0.1,0.0,52500.0,2300.0,2500.0,48300.0,,,,,,,,,,,,0.05,,5.12,0.09,42613.0,894873.0,0.9,5.12,4.17,0.8437,91.66,0.0019
2024-10-22,4800.0,104640.0,0.02,0.16,0.01,0.1,0.0,54500.0,2300.0,2500.0,50140.0,,,,,,,,,,,,0.05,,5.12,0.09,42613.0,928963.4,0.89,5.12,4.09,0.8464,91.82,0.0019
2024-10-23,4800.0,101664.0,0.02,0.16,0.01,0.1,0.0,52950.0,2300.0,2500.0,48714.0,,,,,,,,,,,,0.05,,5.12,0.09,42613.0,902543.34,0.93,5.12,4.22,0.8417,91.55,0.0019
2024-10-24,4800.0,98832.0,0.02,0.16,0.01,0.1,0.0,51475.0,2300.0,2500.0,47357.0,,,,,,,,,,,,0.05,,5.12,0.09,42613.0,877401.67,0.9,5.12,4.22,0.8418,91.55,0.0019
2024-10-25,4800.0,93840.0,0.02,0.16,0.01,0.1,0.0,48875.0,2300.0,2500.0,44965.0,,,,,,,,,,,,0.05,,5.12,0.09,42613.0,833084.15,0.88,5.12,4.17,0.8438,91.67,0.0019
2024-10-28,5000.0,99420.0,0.02,0.18,0.01,0.1,0.0,51698.4,2400.0,2600.0,47721.6,100.0,0.0,,,100.0,,0.0,100.0,,,,0.05,,5.33,0.1,42613.0,847316.89,0.83,5.33,3.99,0.8501,92.03,0.002
2024-10-29,5000.0,98420.0,0.02,0.17,0.01,0.1,0.0,51178.4,2400.0,2600.0,47241.6,,,,,,,,,,,,0.05,,5.33,0.1,42613.0,838794.29,0.85,5.33,3.99,0.8499,92.02,0.002
2024-10-30,2900.0,56555.8,0.01,0.1,0.01,0.06,0.0,9751.0,2400.0,500.0,46804.8,,,,,,,,,,,2100.0,0.05,0.04,5.33,0.1,42613.0,831038.73,0.84,5.33,6.9,0.7525,86.19,0.0012
2024-10-31,5800.0,112543.2,0.02,0.2,0.01,0.11,0.0,9702.0,5300.0,500.0,102841.2,,,,0.04,,2100.0,,,,5000.0,,0.1,,3.25,0.21,157612.0,3058303.25,3.08,3.2,7.0,0.7471,86.01,0.0023
2024-11-01,5800.0,110269.6,0.02,0.21,0.01,0.11,0.0,9506.0,5300.0,500.0,100763.6,,,,,,,,,,,,0.1,,3.25,0.21,157612.0,2996519.34,3.06,3.24,6.83,0.7507,86.24,0.0023
2024-11-04,5800.0,110919.2,0.02,0.21,0.01,0.11,0.0,9562.0,5300.0,500.0,101357.2,,,,,,,,,,,,0.1,,3.25,0.21,157612.0,3014171.89,3.0,3.25,6.99,0.7489,86.12,0.0023
2024-11-05,5700.0,110659.8,0.02,0.21,0.01,0.11,0.0,7765.6,5300.0,400.0,102894.2,,,,,,,,,,,100.0,0.1,0.0,3.25,0.21,157612.0,3059879.37,3.01,3.26,5.3,0.7743,87.69,0.0023
2024-11-06,5600.0,109569.6,0.02,0.2,0.01,0.11,0.0,7826.4,5200.0,400.0,101743.2,,,,0.0,,100.0,,,,,,0.1,,3.19,0.21,157612.0,3083836.39,3.06,3.22,3.57,0.8018,89.33,0.0022
2024-11-07,5600.0,111440.0,0.02,0.2,0.01,0.11,0.0,7960.0,5200.0,400.0,103480.0,,,,,,,,,,,,0.1,,3.19,0.21,157612.0,3136478.8,3.07,3.22,3.62,0.8005,89.26,0.0022
2024-11-08,5600.0,112924.0,0.02,0.19,0.01,0.11,0.0,8066.0,5200.0,400.0,104858.0,,,,,,,,,,,,0.1,,3.19,0.21,157612.0,3178245.98,3.14,3.2,3.61,0.8007,89.27,0.0022
2024-11-11,5600.0,114324.0,0.02,0.19,0.01,0.11,0.0,8166.0,5200.0,400.0,106158.0,,,,,,,,,,,,0.11,,4.33,0.21,114999.0,2347704.59,2.31,4.35,3.61,0.8005,89.26,0.0022
2024-11-12,5400.0,110295.0,0.02,0.19,0.01,0.11,0.0,8170.0,5000.0,400.0,102125.0,,,,0.0,,200.0,,,,,,0.1,,4.17,0.2,114999.0,2348854.58,2.34,4.16,3.73,0.8593,92.55,0.0022
2024-11-13,5400.0,110700.0,0.02,0.17,0.01,0.11,0.0,8200.0,5000.0,400.0,102500.0,,,,,,,,,,,,0.1,,4.17,0.2,114999.0,2357479.5,2.35,4.14,3.74,0.8591,92.54,0.0022
2024-11-14,5400.0,110619.0,0.02,0.17,0.01,0.11,0.0,8194.0,10100.0,400.0,206898.5,5100.0,,,,,,,5100.0,,,,0.21,,8.42,0.41,109899.0,2251281.02,2.24,8.38,3.73,0.8597,92.57,0.0022
2024-11-15,5400.0,108756.0,0.02,0.18,0.01,0.11,0.0,8056.0,5200.0,400.0,104728.0,,,,0.1,,4900.0,,,,,,0.11,,4.33,0.21,114799.0,2312051.86,2.35,4.32,3.7,0.8611,92.65,0.0022
2024-11-18,125400.0,2557533.0,0.52,4.16,0.25,2.55,0.0,2455558.0,125200.0,120400.0,2553454.0,,,120000.0,,,,,,2.44,120000.0,,2.51,,27.35,5.11,332493.0,6781194.74,6.76,27.06,3.93,0.9184,95.75,0.0512
2024-11-19,126580.0,2596788.7,0.53,4.2,0.25,2.59,0.0,2494213.7,125200.0,121580.0,2568478.0,,,1180.0,,,,,,0.02,,,2.51,,27.35,5.11,332493.0,6821093.9,6.78,27.01,3.92,0.9011,94.84,0.0517
2024-11-20,126580.0,2430842.32,0.53,4.25,0.25,2.43,0.0,2334822.32,125200.0,121580.0,2404340.8,,,,,,,,,,,,2.58,,27.35,5.11,332493.0,6385195.57,6.52,28.33,4.21,0.8943,94.47,0.0517
2024-11-21,126580.0,2471854.24,0.53,4.23,0.25,2.48,0.0,2374214.24,125200.0,121580.0,2444905.6,,,,,,,,,,,,2.42,,27.35,5.11,332493.0,6492923.3,6.46,27.24,3.9,0.9016,94.87,0.0517
2024-11-22,126580.0,2569574.0,0.53,4.25,0.25,2.56,0.0,2468074.0,125200.0,121580.0,2541560.0,,,,,,,,,,,,2.46,,27.35,5.11,332493.0,6749607.9,6.65,26.98,3.8,0.9038,94.99,0.0516
2024-11-25,126580.0,2451348.28,0.53,4.14,0.25,2.45,0.0,2354518.28,125200.0,121580.0,2424623.2,,,,,,,,,,,,2.52,,27.35,5.05,332493.0,6439059.44,6.53,27.84,4.11,0.8967,94.6,0.051
2024-11-26,125400.0,2339211.6,0.52,2.49,0.25,2.34,0.0,2245941.6,125200.0,120400.0,2335480.8,,,,,,,,,,,1180.0,2.43,0.02,31.63,5.09,270659.0,5048872.99,5.08,32.3,4.13,0.9146,95.55,0.051
2024-11-27,249540.0,4797656.04,1.04,4.77,0.49,4.7,0.0,2394406.04,146635.0,124540.0,2819204.51,,,4140.0,,,,,,0.08,21435.0,,2.72,,35.3,5.26,268726.0,5166526.08,5.14,34.57,1.99,0.9265,96.22,0.0895
2024-11-28,150983.0,2793487.47,0.63,2.83,0.3,2.9,0.0,83999.08,150783.0,4540.0,2789787.07,4148.0,,,,,,,4148.0,,,120000.0,2.9,2.31,35.94,5.32,268726.0,4971968.45,5.0,36.66,16.95,0.6615,79.48,0.0533
2024-11-29,42672.0,776630.4,0.18,0.77,0.08,0.79,0.0,112130.2,40851.0,6161.0,743488.2,,,1621.0,2.31,,120000.0,,,0.03,10068.0,,0.75,,43.54,1.44,52965.0,963963.0,0.98,43.51,12.21,0.7033,82.88,0.015
2024-12-02,109813.0,1915138.72,0.46,1.95,0.22,2.07,0.0,1278386.88,107992.0,73302.0,1883380.48,,0.02,70000.0,0.08,1281.0,4140.0,0.02,,1.35,71281.0,4140.0,1.97,0.08,3.8,3.8,2730216.0,47614967.04,49.11,3.85,4.47,0.8599,92.58,0.0387
2024-12-03,50584.0,909500.32,0.21,0.88,0.1,0.92,0.0,563996.64,48763.0,31368.0,876758.74,4094.0,0.07,,1.17,4094.0,63323.0,0.07,4094.0,,,46028.0,0.85,0.88,23.77,1.73,156416.0,2812359.68,2.73,23.75,13.57,0.6034,75.86,0.018
2024-12-04,52522.0,940669.02,0.22,0.91,0.1,0.97,0.0,601543.17,48482.0,33587.0,868312.62,,,2219.0,0.04,,2500.0,,,0.04,2219.0,,0.87,,23.38,1.72,158916.0,2846185.56,2.86,23.37,13.42,0.6766,81.01,0.0187
2024-12-05,66522.0,1207241.26,0.28,1.15,0.13,1.21,0.0,736572.88,55482.0,40587.0,1006887.34,,,7000.0,,,,,,0.12,7000.0,,0.99,,1.97,1.97,2761796.0,50121073.81,49.79,1.96,21.03,0.466,63.96,0.0236
2024-12-06,67782.0,1240410.6,0.28,1.17,0.13,1.25,0.0,754271.1,56112.0,41217.0,1026849.6,630.0,0.01,,,630.0,,0.01,630.0,,,,1.02,,26.43,2.0,156184.0,2858167.2,2.83,26.43,20.47,0.4739,64.79,0.0242
2024-12-09,68837.0,1280368.2,0.29,1.17,0.14,1.28,0.0,766636.2,57167.0,41217.0,1063306.2,1055.0,,,,,,,1055.0,,,,1.05,,26.79,2.03,156184.0,2905022.4,2.86,26.78,20.09,0.4796,65.37,0.0245
2024-12-10,74997.0,1378894.84,0.31,1.29,0.15,1.42,0.0,826340.38,60894.0,44944.0,1119597.08,2433.0,0.08,,,3727.0,,0.08,2433.0,,1294.0,,1.13,,28.37,2.16,153751.0,2826865.89,2.86,28.4,18.26,0.4898,66.53,0.0267
2024-12-11,86799.0,1554049.3,0.36,1.47,0.17,1.62,0.0,910328.88,66795.0,50845.0,1195897.68,5901.0,0.1,,,5901.0,,0.1,5901.0,,,,1.23,,31.12,2.37,147850.0,2647106.4,2.72,31.14,15.87,0.4744,65.11,0.0308
2024-12-12,89279.0,1589344.76,0.37,1.49,0.18,1.62,0.0,927217.17,68035.0,52085.0,1211159.07,1240.0,0.03,,,1870.0,,0.03,1240.0,,,630.0,1.22,0.02,31.7,2.41,146610.0,2609951.22,2.63,31.69,19.38,0.4441,61.76,0.0316
2024-12-13,94511.0,1658668.05,0.39,1.56,0.19,1.7,0.0,934291.8,74777.0,53236.0,1312336.35,2661.0,0.04,,0.03,2661.0,1510.0,0.04,2661.0,,5591.0,1510.0,1.33,0.03,33.78,2.64,146610.0,2573005.5,2.61,33.71,21.1,0.3743,55.11,0.0334
2024-12-16,88455.0,1551500.7,0.37,1.44,0.17,1.58,0.0,938039.2,69430.0,53480.0,1217802.2,,,3228.0,0.1,,5347.0,,,0.06,,2984.0,1.22,0.06,31.8,2.46,148885.0,2611442.9,2.61,31.76,22.4,0.375,54.54,0.0314
2024-12-17,106061.0,1826582.54,0.44,1.72,0.21,1.89,0.0,1169081.03,83833.0,67883.0,1443771.93,2714.0,0.06,11200.0,,3203.0,,0.06,2714.0,0.2,11689.0,,1.47,,2.97,2.97,2736638.0,47130379.64,47.54,3.0,23.92,0.3013,46.24,0.0376
2024-12-18,113771.0,1944346.39,0.47,1.84,0.22,2.0,0.0,1245502.11,88829.0,72879.0,1518087.61,9514.0,0.08,,0.1,4996.0,5600.0,0.08,9514.0,,1082.0,,1.53,,3.15,3.15,2731642.0,46683761.78,46.99,3.16,27.04,0.2959,44.07,0.0403
2024-12-19,128135.0,2421751.5,0.53,2.05,0.25,2.22,0.0,1482648.3,94397.0,78447.0,1784103.3,8796.0,0.14,,0.06,8796.0,3228.0,0.14,8796.0,,,3228.0,1.61,0.06,9.09,3.35,944397.0,17849103.3,16.14,9.09,28.28,0.2923,40.84,0.0454
2024-12-20,117313.0,2232935.64,0.49,1.8,0.23,2.18,0.0,1382344.25,88575.0,72625.0,1685936.55,,,,0.04,,5822.0,,,,,5822.0,1.67,0.11,8.29,3.14,980185.0,18656841.29,18.53,8.27,31.6,0.3125,43.17,0.0416
2024-12-23,79493.0,1500827.84,0.33,1.21,0.16,1.52,0.0,1313613.76,79459.0,69577.0,1500185.92,,0.05,,0.18,2552.0,9748.0,0.05,,,632.0,5600.0,1.51,0.1,7.46,2.82,985463.0,18605541.44,18.76,7.44,33.34,0.3388,46.08,0.0282
2024-12-24,110219.0,2104080.71,0.46,1.66,0.22,2.1,0.0,1182682.77,79561.0,61953.0,1518819.49,7726.0,,,0.15,,7624.0,,7726.0,,,7624.0,1.5,0.15,7.7,2.87,953696.0,18206056.64,18.0,7.7,37.86,0.3413,42.43,0.0397
2024-12-25,110219.0,2104080.71,0.46,1.75,0.22,2.11,0.0,1182682.77,79561.0,61953.0,1518819.49,,,,,,,,,,,,1.52,,7.47,2.87,985361.0,18810541.49,18.8,7.46,37.87,0.3408,42.35,0.0397
2024-12-26,115897.0,2212473.73,0.48,1.84,0.23,2.22,0.0,1266621.5,79561.0,66350.0,1518819.49,,,5200.0,,,,,,0.1,,803.0,1.52,0.01,7.47,2.87,985361.0,18810541.49,18.81,7.46,36.45,0.3173,40.25,0.0418
2024-12-27,125963.0,2455774.65,0.52,2.0,0.25,2.42,0.0,1313055.6,88200.0,67350.0,1719547.2,2614.0,0.02,,0.03,1000.0,1708.0,0.02,2614.0,,7733.0,,1.69,,8.47,3.17,952921.0,18578147.82,18.19,8.48,35.36,0.2953,37.04,0.0453
2024-12-30,122280.0,2371742.88,0.51,1.94,0.24,2.4,0.0,1479158.36,86143.0,76261.0,1670829.63,2516.0,0.2,,0.09,9400.0,4573.0,0.2,2516.0,,,489.0,1.68,0.01,8.29,3.1,952921.0,18482855.72,18.58,8.28,36.83,0.3124,39.09,0.044
2024-12-31,131915.0,2563108.45,0.55,2.09,0.26,2.58,0.0,1522709.67,95778.0,78369.0,1860966.54,13727.0,,6200.0,0.08,,4092.0,,13727.0,0.12,,4092.0,1.86,0.08,9.19,3.45,946721.0,18394789.03,18.36,9.19,34.25,0.2876,38.27,0.0475
2025-01-01,131915.0,2563108.45,0.55,2.1,0.26,2.58,0.0,1522709.67,95778.0,78369.0,1860966.54,,,,,,,,,,,,1.86,,10.06,3.56,856722.0,16646108.46,16.65,10.06,34.22,0.2876,38.28,0.049
2025-01-02,143994.0,2769580.6,0.6,2.3,0.28,2.81,0.0,1733252.68,99996.0,90114.0,1923323.06,4218.0,0.23,,,11745.0,,0.23,4218.0,,,,1.94,,10.45,3.71,856722.0,16478190.95,16.65,10.44,32.92,0.3035,41.84,0.0535
2025-01-03,146008.0,2939871.08,0.61,2.31,0.29,2.81,0.0,1616417.67,95420.0,80279.0,1921281.7,7531.0,0.01,,0.24,1268.0,12107.0,0.01,7531.0,,,11103.0,1.83,0.23,11.21,3.55,755550.0,15212999.25,14.53,11.18,31.19,0.3169,43.77,0.0543
2025-01-06,97087.0,1956788.49,0.4,1.52,0.19,1.92,0.0,1906400.99,94767.0,94587.0,1910028.89,18939.0,0.41,200.0,0.31,18625.0,19592.0,0.41,18939.0,0.0,,4517.0,1.91,0.09,11.56,3.52,724967.0,14611709.89,14.59,11.57,34.89,0.3101,39.78,0.0361
2025-01-07,100230.0,2060728.8,0.42,1.57,0.2,2.01,0.0,2009328.8,97910.0,97730.0,2013029.6,7500.0,0.15,,0.09,7500.0,4357.0,0.15,7500.0,,,4357.0,1.97,0.09,12.01,3.64,717467.0,14751121.52,14.46,12.0,30.01,0.2782,38.16,0.0373
2025-01-08,105645.0,2368560.9,0.44,1.66,0.21,2.14,0.0,2312510.9,103325.0,103145.0,2316546.5,2388.0,0.06,6000.0,0.05,2388.0,2973.0,0.06,2388.0,0.12,6000.0,2973.0,2.12,0.06,4.13,4.13,2397537.0,53752779.54,50.18,4.04,25.79,0.2554,38.45,0.0422
2025-01-09,152539.0,3432890.2,0.64,2.32,0.3,3.33,0.0,2159894.87,96554.0,95974.0,2172947.77,,,,0.02,,6771.0,,,,,7171.0,2.16,0.13,11.08,3.86,774837.0,17437706.68,17.37,11.04,17.93,0.3173,49.53,0.061
2025-01-10,124294.0,2784807.07,0.52,2.67,0.24,2.76,0.0,1657947.6,78210.0,73999.0,1752295.05,,,,0.41,,18344.0,,,,,21975.0,1.75,0.44,9.48,2.91,746751.0,16730956.16,16.81,9.45,15.55,0.3929,58.23,0.0462
2025-01-13,109944.0,2459447.28,0.46,2.44,0.22,2.44,0.0,1486844.42,70689.0,66466.0,1581312.93,1977.0,,,0.22,,9498.0,,1977.0,,,7533.0,1.58,0.15,8.56,2.63,754955.0,16888343.35,16.91,8.54,18.09,0.4486,62.2,0.0409
2025-01-14,70107.0,1418264.61,0.29,1.58,0.14,1.55,0.0,1367689.61,68187.0,67607.0,1379423.01,,0.09,,0.06,4314.0,2502.0,0.09,,,,3173.0,1.52,0.06,8.26,2.54,757457.0,15323355.11,16.94,8.22,23.12,0.3731,52.42,0.0261
2025-01-15,70789.0,1401622.2,0.29,1.24,0.14,1.44,0.0,1352122.2,68869.0,68289.0,1363606.2,,0.0,,,682.0,,0.0,,,682.0,,1.39,,2.56,2.56,2621772.0,51911085.6,52.75,2.57,24.66,0.3681,51.41,0.0263
2025-01-16,43491.0,861991.62,0.18,0.74,0.09,0.86,0.0,812441.62,41571.0,40991.0,823937.22,,,,0.57,,27298.0,,,,,27298.0,0.83,0.57,56.45,1.53,32069.0,635607.58,0.63,56.54,9.93,0.7242,84.32,0.016
2025-01-17,44481.0,892733.67,0.19,0.74,0.09,0.88,0.0,842558.67,42561.0,41981.0,854199.27,,,990.0,,,,,,0.02,990.0,,0.84,,1.54,1.54,2714547.0,54480958.29,54.17,1.53,9.68,0.6914,82.36,0.0161
2025-01-20,44481.0,910970.88,0.19,0.75,0.09,0.88,0.0,859770.88,38247.0,41981.0,783298.56,,,,0.08,,4314.0,,,,,,0.77,,1.39,1.39,2717891.0,55662407.68,55.07,1.37,9.68,0.691,82.33,0.0161
2025-01-21,65956.0,1371884.8,0.27,1.09,0.13,1.35,0.0,652288.0,37257.0,31360.0,774945.6,,,,0.02,,990.0,,,,,10621.0,0.76,0.19,53.74,1.36,32069.0,667035.2,0.65,53.83,3.79,0.9271,96.21,0.024
2025-01-22,4337.0,89992.75,0.02,0.07,0.01,0.09,0.0,38117.75,2500.0,1837.0,51875.0,,,1837.0,0.71,,34757.0,,,0.04,,31360.0,0.05,0.64,100.0,0.09,0.0,0.0,0.0,100.0,42.35,0.5117,57.65,0.0016
2025-01-23,4337.0,92811.8,0.02,0.07,0.01,0.09,0.0,39311.8,2500.0,1837.0,53500.0,,,,,,,,,,,,0.05,,100.0,0.09,0.0,0.0,0.0,100.0,42.31,0.5118,57.69,0.0016
2025-01-24,4337.0,97430.71,0.02,0.07,0.01,0.09,0.0,41268.21,2500.0,1837.0,56162.5,,,,,,,,,,,,0.05,,100.0,0.09,0.0,0.0,0.0,100.0,43.02,0.5098,56.98,0.0016
2025-01-27,4337.0,95240.52,0.02,0.07,0.01,0.1,0.0,40340.52,2500.0,1837.0,54900.0,,,,,,,,,,,,0.06,,100.0,0.09,0.0,0.0,0.0,100.0,42.41,0.5115,57.59,0.0016
2025-01-28,4337.0,98645.07,0.02,0.07,0.01,0.1,0.0,41782.57,2500.0,1837.0,56862.5,,,,,,,,,,,,0.06,,100.0,0.09,0.0,0.0,0.0,100.0,42.27,0.5119,57.73,0.0016
