,GREAL FP Equity_DX_SI_QTY,GREAL FP Equity_DX_SHORT_INTEREST_VALUE,GREAL FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,GREAL FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,GREAL FP Equity_DX_SI_MV,GREAL FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,GREAL FP Equity_DX_SUPPLY_SI_QTY,GREAL FP Equity_DX_BROKER_SI_QTY,GREAL FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,GREAL FP Equity_DX_BROKER_SI_QTY_ADD,GREAL FP Equity_DX_BROKER_SI_MV_ADD,GREAL FP Equity_DX_BROKER_SI_QTY_DEC,GREAL FP Equity_DX_SUPPLY_SI_MV,GREAL FP Equity_DX_BROKER_SI_MV_DEC,GREAL FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,GREAL FP Equity_DX_UTILIZATION_QUANTITY,GREAL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,GREAL FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,GREAL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,GREAL FP Equity_DX_ACTIVE_UTILIZATION_MV,GREAL FP Equity_DX_BROKER_SI_CON_RATIO,GREAL FP Equity_DX_BROKER_SI_MARKET_SHARE_1,GREAL FP Equity_DX_DEMAND_SUPPLY_RATIO,GREAL FP Equity_PX_LAST
2019-11-14,,,,,,,,,,,,,,,,,,,,,,,,10.1722
2019-11-15,,,,,,,,,,,,,,,,,,,,,,,,10.2151
2019-11-18,,,,,,,,,,,,,,,,,,,,,,,,10.3331
2019-11-19,,,,,,,,,,,,,,,,,,,,,,,,10.3348
2019-11-20,,,,,,,,,,,,,,,,,,,,,,,,10.2662
2019-11-21,,,,,,,,,,,,,,,,,,,,,,,,10.1747
2019-11-22,,,,,,,,,,,,,,,,,,,,,,,,10.1668
2019-11-25,,,,,,,,,,,,,,,,,,,,,,,,10.2085
2019-11-26,,,,,,,,,,,,,,,,,,,,,,,,10.3413
2019-11-27,,,,,,,,,,,,,,,,,,,,,,,,10.3402
2019-11-28,,,,,,,,,,,,,,,,,,,,,,,,10.321
2019-11-29,,,,,,,,,,,,,,,,,,,,,,,,10.306
2019-12-02,,,,,,,,,,,,,,,,,,,,,,,,10.1894
2019-12-03,,,,,,,,,,,,,,,,,,,,,,,,10.2007
2019-12-04,,,,,,,,,,,,,,,,,,,,,,,,10.2311
2019-12-05,,,,,,,,,,,,,,,,,,,,,,,,10.242
2019-12-06,,,,,,,,,,,,,,,,,,,,,,,,10.3373
2019-12-09,,,,,,,,,,,,,,,,,,,,,,,,10.351
2019-12-10,,,,,,,,,,,,,,,,,,,,,,,,10.3592
2019-12-11,,,,,,,,,,,,,,,,,,,,,,,,10.3229
2019-12-12,,,,,,,,,,,,,,,,,,,,,,,,10.255
2019-12-13,,,,,,,,,,,,,,,,,,,,,,,,10.2401
2019-12-16,,,,,,,,,,,,,,,,,,,,,,,,10.33
2019-12-17,,,,,,,,,,,,,,,,,,,,,,,,10.3129
2019-12-18,,,,,,,,,,,,,,,,,,,,,,,,10.3598
2019-12-19,,,,,,,,,,,,,,,,,,,,,,,,10.4255
2019-12-20,,,,,,,,,,,,,,,,,,,,,,,,10.5095
2019-12-23,,,,,,,,,,,,,,,,,,,,,,,,10.501
2019-12-24,,,,,,,,,,,,,,,,,,,,,,,,10.5069
2019-12-27,,,,,,,,,,,,,,,,,,,,,,,,10.6199
2019-12-30,,,,,,,,,,,,,,,,,,,,,,,,10.5623
2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,10.558
2020-01-02,,,,,,,,,,,,,,,,,,,,,,,,10.5652
2020-01-03,,,,,,,,,,,,,,,,,,,,,,,,10.6995
2020-01-06,,,,,,,,,,,,,,,,,,,,,,,,10.645
2020-01-07,,,,,,,,,,,,,,,,,,,,,,,,10.6626
2020-01-08,,,,,,,,,,,,,,,,,,,,,,,,10.5788
2020-01-09,,,,,,,,,,,,,,,,,,,,,,,,10.5728
2020-01-10,,,,,,,,,,,,,,,,,,,,,,,,10.558
2020-01-13,,,,,,,,,,,,,,,,,,,,,,,,10.6205
2020-01-14,,,,,,,,,,,,,,,,,,,,,,,,10.6437
2020-01-15,,,,,,,,,,,,,,,,,,,,,,,,10.6288
2020-01-16,,,,,,,,,,,,,,,,,,,,,,,,10.7276
2020-01-17,,,,,,,,,,,,,,,,,,,,,,,,10.7862
2020-01-20,,,,,,,,,,,,,,,,,,,,,,,,10.7638
2020-01-21,,,,,,,,,,,,,,,,,,,,,,,,10.7685
2020-01-22,,,,,,,,,,,,,,,,,,,,,,,,10.7892
2020-01-23,,,,,,,,,,,,,,,,,,,,,,,,10.8142
2020-01-24,,,,,,,,,,,,,,,,,,,,,,,,10.9351
2020-01-27,,,,,,,,,,,,,,,,,,,,,,,,10.7624
2020-01-28,,,,,,,,,,,,,,,,,,,,,,,,10.784
2020-01-29,,,,,,,,,,,,,,,,,,,,,,,,10.9035
2020-01-30,,,,,,,,,,,,,,,,,,,,,,,,10.8503
2020-01-31,,,,,,,,,,,,,,,,,,,,,,,,10.8334
2020-02-03,,,,,,,,,,,,,,,,,,,,,,,,10.8524
2020-02-04,,,,,,,,,,,,,,,,,,,,,,,,10.9201
2020-02-05,,,,,,,,,,,,,,,,,,,,,,,,10.9494
2020-02-06,,,,,,,,,,,,,,,,,,,,,,,,10.9751
2020-02-07,,,,,,,,,,,,,,,,,,,,,,,,10.9762
2020-02-10,,,,,,,,,,,,,,,,,,,,,,,,11.0425
2020-02-11,,,,,,,,,,,,,,,,,,,,,,,,11.1504
2020-02-12,,,,,,,,,,,,,,,,,,,,,,,,11.1133
2020-02-13,,,,,,,,,,,,,,,,,,,,,,,,11.1914
2020-02-14,,,,,,,,,,,,,,,,,,,,,,,,11.3629
2020-02-17,,,,,,,,,,,,,,,,,,,,,,,,11.3235
2020-02-18,,,,,,,,,,,,,,,,,,,,,,,,11.3515
2020-02-19,,,,,,,,,,,,,,,,,,,,,,,,11.454
2020-02-20,,,,,,,,,,,,,,,,,,,,,,,,11.3925
2020-02-21,,,,,,,,,,,,,,,,,,,,,,,,11.3932
2020-02-24,,,,,,,,,,,,,,,,,,,,,,,,11.1867
2020-02-25,,,,,,,,,,,,,,,,,,,,,,,,11.0053
2020-02-26,,,,,,,,,,,,,,,,,,,,,,,,10.9317
2020-02-27,,,,,,,,,,,,,,,,,,,,,,,,10.6067
2020-02-28,,,,,,,,,,,,,,,,,,,,,,,,10.1522
2020-03-02,,,,,,,,,,,,,,,,,,,,,,,,10.1722
2020-03-03,,,,,,,,,,,,,,,,,,,,,,,,10.4501
2020-03-04,,,,,,,,,,,,,,,,,,,,,,,,10.636
2020-03-05,,,,,,,,,,,,,,,,,,,,,,,,10.5404
2020-03-06,,,,,,,,,,,,,,,,,,,,,,,,10.2398
2020-03-09,,,,,,,,,,,,,,,,,,,,,,,,9.6359
2020-03-10,,,,,,,,,,,,,,,,,,,,,,,,9.3328
2020-03-11,,,,,,,,,,,,,,,,,,,,,,,,9.3118
2020-03-12,,,,,,,,,,,,,,,,,,,,,,,,8.199
2020-03-13,,,,,,,,,,,,,,,,,,,,,,,,8.0287
2020-03-16,,,,,,,,,,,,,,,,,,,,,,,,7.2782
2020-03-17,,,,,,,,,,,,,,,,,,,,,,,,6.9164
2020-03-18,,,,,,,,,,,,,,,,,,,,,,,,6.5471
2020-03-19,,,,,,,,,,,,,,,,,,,,,,,,6.9063
2020-03-20,,,,,,,,,,,,,,,,,,,,,,,,7.2763
2020-03-23,,,,,,,,,,,,,,,,,,,,,,,,7.0133
2020-03-24,,,,,,,,,,,,,,,,,,,,,,,,7.5309
2020-03-25,,,,,,,,,,,,,,,,,,,,,,,,7.7681
2020-03-26,,,,,,,,,,,,,,,,,,,,,,,,7.8212
2020-03-27,,,,,,,,,,,,,,,,,,,,,,,,7.6115
2020-03-30,,,,,,,,,,,,,,,,,,,,,,,,7.6848
2020-03-31,,,,,,,,,,,,,,,,,,,,,,,,7.8051
2020-04-01,,,,,,,,,,,,,,,,,,,,,,,,7.6614
2020-04-02,,,,,,,,,,,,,,,,,,,,,,,,7.6095
2020-04-03,,,,,,,,,,,,,,,,,,,,,,,,7.5324
2020-04-06,,,,,,,,,,,,,,,,,,,,,,,,7.7275
2020-04-07,,,,,,,,,,,,,,,,,,,,,,,,7.9824
2020-04-08,,,,,,,,,,,,,,,,,,,,,,,,8.0536
2020-04-09,,,,,,,,,,,,,,,,,,,,,,,,8.2485
2020-04-14,,,,,,,,,,,,,,,,,,,,,,,,8.0439
2020-04-15,,,,,,,,,,,,,,,,,,,,,,,,7.8204
2020-04-16,,,,,,,,,,,,,,,,,,,,,,,,7.7363
2020-04-17,,,,,,,,,,,,,,,,,,,,,,,,7.9019
2020-04-20,,,,,,,,,,,,,,,,,,,,,,,,7.8258
2020-04-21,,,,,,,,,,,,,,,,,,,,,,,,7.6711
2020-04-22,,,,,,,,,,,,,,,,,,,,,,,,7.7114
2020-04-23,,,,,,,,,,,,,,,,,,,,,,,,7.7734
2020-04-24,,,,,,,,,,,,,,,,,,,,,,,,7.7814
2020-04-27,,,,,,,,,,,,,,,,,,,,,,,,7.8489
2020-04-28,,,,,,,,,,,,,,,,,,,,,,,,7.9151
2020-04-29,,,,,,,,,,,,,,,,,,,,,,,,8.0595
2020-04-30,,,,,,,,,,,,,,,,,,,,,,,,8.0635
2020-05-04,,,,,,,,,,,,,,,,,,,,,,,,7.7807
2020-05-05,,,,,,,,,,,,,,,,,,,,,,,,7.977
2020-05-06,,,,,,,,,,,,,,,,,,,,,,,,7.9129
2020-05-07,,,,,,,,,,,,,,,,,,,,,,,,8.0871
2020-05-08,,,,,,,,,,,,,,,,,,,,,,,,8.1711
2020-05-11,,,,,,,,,,,,,,,,,,,,,,,,8.0902
2020-05-12,,,,,,,,,,,,,,,,,,,,,,,,7.983
2020-05-13,,,,,,,,,,,,,,,,,,,,,,,,7.8192
2020-05-14,,,,,,,,,,,,,,,,,,,,,,,,7.6449
2020-05-15,,,,,,,,,,,,,,,,,,,,,,,,7.6825
2020-05-18,,,,,,,,,,,,,,,,,,,,,,,,7.915
2020-05-19,,,,,,,,,,,,,,,,,,,,,,,,7.9249
2020-05-20,,,,,,,,,,,,,,,,,,,,,,,,7.9034
2020-05-21,,,,,,,,,,,,,,,,,,,,,,,,7.8309
2020-05-22,,,,,,,,,,,,,,,,,,,,,,,,7.8806
2020-05-25,,,,,,,,,,,,,,,,,,,,,,,,8.1089
2020-05-26,,,,,,,,,,,,,,,,,,,,,,,,8.1886
2020-05-27,,,,,,,,,,,,,,,,,,,,,,,,8.1475
2020-05-28,,,,,,,,,,,,,,,,,,,,,,,,8.3262
2020-05-29,,,,,,,,,,,,,,,,,,,,,,,,8.2737
2020-06-01,,,,,,,,,,,,,,,,,,,,,,,,8.4183
2020-06-02,,,,,,,,,,,,,,,,,,,,,,,,8.6675
2020-06-03,,,,,,,,,,,,,,,,,,,,,,,,8.93
2020-06-04,,,,,,,,,,,,,,,,,,,,,,,,9.0011
2020-06-05,,,,,,,,,,,,,,,,,,,,,,,,9.1862
2020-06-08,,,,,,,,,,,,,,,,,,,,,,,,9.0622
2020-06-09,,,,,,,,,,,,,,,,,,,,,,,,8.8152
2020-06-10,,,,,,,,,,,,,,,,,,,,,,,,8.7477
2020-06-11,,,,,,,,,,,,,,,,,,,,,,,,8.4889
2020-06-12,,,,,,,,,,,,,,,,,,,,,,,,8.5899
2020-06-15,,,,,,,,,,,,,,,,,,,,,,,,8.5825
2020-06-16,,,,,,,,,,,,,,,,,,,,,,,,8.73
2020-06-17,,,,,,,,,,,,,,,,,,,,,,,,8.7905
2020-06-18,,,,,,,,,,,,,,,,,,,,,,,,8.8485
2020-06-19,,,,,,,,,,,,,,,,,,,,,,,,8.7549
2020-06-22,,,,,,,,,,,,,,,,,,,,,,,,8.6141
2020-06-23,,,,,,,,,,,,,,,,,,,,,,,,8.5836
2020-06-24,,,,,,,,,,,,,,,,,,,,,,,,8.3528
2020-06-25,,,,,,,,,,,,,,,,,,,,,,,,8.3387
2020-06-26,,,,,,,,,,,,,,,,,,,,,,,,8.3485
2020-06-29,,,,,,,,,,,,,,,,,,,,,,,,8.3183
2020-06-30,,,,,,,,,,,,,,,,,,,,,,,,8.3669
2020-07-01,,,,,,,,,,,,,,,,,,,,,,,,8.4459
2020-07-02,,,,,,,,,,,,,,,,,,,,,,,,8.5723
2020-07-03,,,,,,,,,,,,,,,,,,,,,,,,8.5848
2020-07-06,,,,,,,,,,,,,,,,,,,,,,,,8.6941
2020-07-07,,,,,,,,,,,,,,,,,,,,,,,,8.5281
2020-07-08,,,,,,,,,,,,,,,,,,,,,,,,8.5434
2020-07-09,,,,,,,,,,,,,,,,,,,,,,,,8.4414
2020-07-10,,,,,,,,,,,,,,,,,,,,,,,,8.5084
2020-07-13,,,,,,,,,,,,,,,,,,,,,,,,8.5208
2020-07-14,,,,,,,,,,,,,,,,,,,,,,,,8.4757
2020-07-15,,,,,,,,,,,,,,,,,,,,,,,,8.4695
2020-07-16,,,,,,,,,,,,,,,,,,,,,,,,8.3917
2020-07-17,,,,,,,,,,,,,,,,,,,,,,,,8.3414
2020-07-20,,,,,,,,,,,,,,,,,,,,,,,,8.4072
2020-07-21,,,,,,,,,,,,,,,,,,,,,,,,8.4936
2020-07-22,,,,,,,,,,,,,,,,,,,,,,,,8.5178
2020-07-23,,,,,,,,,,,,,,,,,,,,,,,,8.3986
2020-07-24,,,,,,,,,,,,,,,,,,,,,,,,8.3216
2020-07-27,,,,,,,,,,,,,,,,,,,,,,,,8.1873
2020-07-28,,,,,,,,,,,,,,,,,,,,,,,,8.3196
2020-07-29,,,,,,,,,,,,,,,,,,,,,,,,8.5009
2020-07-30,,,,,,,,,,,,,,,,,,,,,,,,8.3367
2020-07-31,,,,,,,,,,,,,,,,,,,,,,,,8.3681
2020-08-03,,,,,,,,,,,,,,,,,,,,,,,,8.3604
2020-08-04,,,,,,,,,,,,,,,,,,,,,,,,8.4487
2020-08-05,,,,,,,,,,,,,,,,,,,,,,,,8.6236
2020-08-06,,,,,,,,,,,,,,,,,,,,,,,,8.5704
2020-08-07,,,,,,,,,,,,,,,,,,,,,,,,8.6276
2020-08-10,,,,,,,,,,,,,,,,,,,,,,,,8.6532
2020-08-11,,,,,,,,,,,,,,,,,,,,,,,,8.7074
2020-08-12,,,,,,,,,,,,,,,,,,,,,,,,8.6872
2020-08-13,,,,,,,,,,,,,,,,,,,,,,,,8.6859
2020-08-14,,,,,,,,,,,,,,,,,,,,,,,,8.5969
2020-08-17,,,,,,,,,,,,,,,,,,,,,,,,8.5293
2020-08-18,,,,,,,,,,,,,,,,,,,,,,,,8.4266
2020-08-19,,,,,,,,,,,,,,,,,,,,,,,,8.3992
2020-08-20,,,,,,,,,,,,,,,,,,,,,,,,8.5988
2020-08-21,,,,,,,,,,,,,,,,,,,,,,,,8.6074
2020-08-24,,,,,,,,,,,,,,,,,,,,,,,,8.6365
2020-08-25,,,,,,,,,,,,,,,,,,,,,,,,8.5636
2020-08-26,,,,,,,,,,,,,,,,,,,,,,,,8.6882
2020-08-27,,,,,,,,,,,,,,,,,,,,,,,,8.593
2020-08-28,,,,,,,,,,,,,,,,,,,,,,,,8.6099
2020-08-31,,,,,,,,,,,,,,,,,,,,,,,,8.521
2020-09-01,,,,,,,,,,,,,,,,,,,,,,,,8.5623
2020-09-02,,,,,,,,,,,,,,,,,,,,,,,,8.7159
2020-09-03,,,,,,,,,,,,,,,,,,,,,,,,8.7289
2020-09-04,,,,,,,,,,,,,,,,,,,,,,,,8.438
2020-09-07,,,,,,,,,,,,,,,,,,,,,,,,8.6222
2020-09-08,,,,,,,,,,,,,,,,,,,,,,,,8.6524
2020-09-09,,,,,,,,,,,,,,,,,,,,,,,,8.8027
2020-09-10,,,,,,,,,,,,,,,,,,,,,,,,8.7927
2020-09-11,,,,,,,,,,,,,,,,,,,,,,,,8.7794
2020-09-14,,,,,,,,,,,,,,,,,,,,,,,,8.7426
2020-09-15,,,,,,,,,,,,,,,,,,,,,,,,8.8338
2020-09-16,,,,,,,,,,,,,,,,,,,,,,,,8.9703
2020-09-17,,,,,,,,,,,,,,,,,,,,,,,,8.9458
2020-09-18,,,,,,,,,,,,,,,,,,,,,,,,8.7996
2020-09-21,,,,,,,,,,,,,,,,,,,,,,,,8.5382
2020-09-22,,,,,,,,,,,,,,,,,,,,,,,,8.5365
2020-09-23,,,,,,,,,,,,,,,,,,,,,,,,8.4511
2020-09-24,,,,,,,,,,,,,,,,,,,,,,,,8.4252
2020-09-25,,,,,,,,,,,,,,,,,,,,,,,,8.3804
2020-09-28,,,,,,,,,,,,,,,,,,,,,,,,8.5598
2020-09-29,,,,,,,,,,,,,,,,,,,,,,,,8.5008
2020-09-30,,,,,,,,,,,,,,,,,,,,,,,,8.6241
2020-10-01,,,,,,,,,,,,,,,,,,,,,,,,8.6725
2020-10-02,,,,,,,,,,,,,,,,,,,,,,,,8.6819
2020-10-05,,,,,,,,,,,,,,,,,,,,,,,,8.7703
2020-10-06,,,,,,,,,,,,,,,,,,,,,,,,8.8106
2020-10-07,,,,,,,,,,,,,,,,,,,,,,,,8.7226
2020-10-08,,,,,,,,,,,,,,,,,,,,,,,,8.7952
2020-10-09,,,,,,,,,,,,,,,,,,,,,,,,8.7972
2020-10-12,,,,,,,,,,,,,,,,,,,,,,,,8.8636
2020-10-13,,,,,,,,,,,,,,,,,,,,,,,,8.7941
2020-10-14,,,,,,,,,,,,,,,,,,,,,,,,8.7828
2020-10-15,,,,,,,,,,,,,,,,,,,,,,,,8.7615
2020-10-16,,,,,,,,,,,,,,,,,,,,,,,,8.629
2020-10-19,,,,,,,,,,,,,,,,,,,,,,,,8.7236
2020-10-20,,,,,,,,,,,,,,,,,,,,,,,,8.716
2020-10-21,,,,,,,,,,,,,,,,,,,,,,,,8.5085
2020-10-22,,,,,,,,,,,,,,,,,,,,,,,,8.523
2020-10-23,,,,,,,,,,,,,,,,,,,,,,,,8.5375
2020-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1528.51,0.0,0.0,0.0,,0.0,8.3525
2020-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1513.96,0.0,0.0,0.0,,0.0,8.273
2020-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1458.95,0.0,0.0,0.0,,0.0,7.9724
2020-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1477.8,0.0,0.0,0.0,,0.0,8.0754
2020-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1489.71,0.0,0.0,0.0,,0.0,8.1405
2020-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1504.11,0.0,0.0,0.0,,0.0,8.2192
2020-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1530.72,0.0,0.0,0.0,,0.0,8.3646
2020-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1571.13,0.0,0.0,0.0,,0.0,8.5854
2020-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1583.44,0.0,0.0,0.0,,0.0,8.6527
2020-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1584.69,0.0,0.0,0.0,,0.0,8.6595
2020-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1637.37,0.0,0.0,0.0,,0.0,8.9474
2020-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1669.34,0.0,0.0,0.0,,0.0,9.1221
2020-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1699.85,0.0,0.0,0.0,,0.0,9.2888
2020-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1685.17,0.0,0.0,0.0,,0.0,9.2086
2020-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1681.86,0.0,0.0,0.0,,0.0,9.1905
2020-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1712.92,0.0,0.0,0.0,,0.0,9.3602
2020-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1705.45,0.0,0.0,0.0,,0.0,9.3194
2020-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1720.2,0.0,0.0,0.0,,0.0,9.4
2020-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1708.4,0.0,0.0,0.0,,0.0,9.3355
2020-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1702.27,0.0,0.0,0.0,,0.0,9.302
2020-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1695.73,0.0,0.0,0.0,,0.0,9.2663
2020-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1697.33,0.0,0.0,0.0,,0.0,9.275
2020-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1710.67,0.0,0.0,0.0,,0.0,9.3479
