,GREAL FP Equity_DX_SI_QTY,GREAL FP Equity_DX_SHORT_INTEREST_VALUE,GREAL FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,GREAL FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,GREAL FP Equity_DX_SI_MV,GREAL FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,GREAL FP Equity_DX_SUPPLY_SI_QTY,GREAL FP Equity_DX_BROKER_SI_QTY,GREAL FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,GREAL FP Equity_DX_BROKER_SI_QTY_ADD,GREAL FP Equity_DX_BROKER_SI_MV_ADD,GREAL FP Equity_DX_BROKER_SI_QTY_DEC,GREAL FP Equity_DX_SUPPLY_SI_MV,GREAL FP Equity_DX_BROKER_SI_MV_DEC,GREAL FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,GREAL FP Equity_DX_UTILIZATION_QUANTITY,GREAL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,GREAL FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,GREAL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,GREAL FP Equity_DX_ACTIVE_UTILIZATION_MV,GREAL FP Equity_DX_BROKER_SI_CON_RATIO,GREAL FP Equity_DX_BROKER_SI_MARKET_SHARE_1,GREAL FP Equity_DX_DEMAND_SUPPLY_RATIO,GREAL FP Equity_PX_LAST
2020-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1716.81,0.0,0.0,0.0,,0.0,9.3815
2020-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1708.32,0.0,0.0,0.0,,0.0,9.3351
2020-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1695.68,0.0,0.0,0.0,,0.0,9.266
2020-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1698.73,0.0,0.0,0.0,,0.0,9.2827
2020-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1690.74,0.0,0.0,0.0,,0.0,9.239
2020-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1689.55,0.0,0.0,0.0,,0.0,9.2325
2020-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1702.63,0.0,0.0,0.0,,0.0,9.304
2020-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1708.56,0.0,0.0,0.0,,0.0,9.3364
2020-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1701.81,0.0,0.0,0.0,,0.0,9.2995
2020-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1691.74,0.0,0.0,0.0,,0.0,9.2445
2020-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1701.44,0.0,0.0,0.0,,0.0,9.2975
2020-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1703.88,0.0,0.0,0.0,,0.0,9.3108
2020-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1700.88,0.0,0.0,0.0,,0.0,9.2944
2020-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1705.56,0.0,0.0,0.0,,0.0,9.32
2020-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1723.22,0.0,0.0,0.0,,0.0,9.4165
2020-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1736.76,0.0,0.0,0.0,,0.0,9.4905
2020-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1713.89,0.0,0.0,0.0,,0.0,9.3655
2020-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1682.79,0.0,0.0,0.0,,0.0,9.1956
2020-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1697.89,0.0,0.0,0.0,,0.0,9.2781
2020-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1727.06,0.0,0.0,0.0,,0.0,9.4375
2020-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1731.73,0.0,0.0,0.0,,0.0,9.463
2020-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1731.73,0.0,0.0,0.0,,0.0,
2020-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1736.03,0.0,0.0,0.0,,0.0,9.4865
2020-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1762.56,0.0,0.0,0.0,,0.0,9.6315
2020-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1756.53,0.0,0.0,0.0,,0.0,9.5985
2020-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1752.04,0.0,0.0,0.0,,0.0,9.574
2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1752.04,0.0,0.0,0.0,,0.0,
2021-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1759.78,0.0,0.0,0.0,,0.0,9.6163
2021-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1748.71,0.0,0.0,0.0,,0.0,9.5558
2021-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,366.0,3470.23,0.0,0.0,0.0,,0.0,9.4815
2021-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1713.06,0.0,0.0,0.0,,0.0,9.361
2021-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1722.67,0.0,0.0,0.0,,0.0,9.4135
2021-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1706.48,0.0,0.0,0.0,,0.0,9.325
2021-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1695.28,0.0,0.0,0.0,,0.0,9.2638
2021-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1714.93,0.0,0.0,0.0,,0.0,9.3712
2021-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1740.9,0.0,0.0,0.0,,0.0,9.5131
2021-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1724.5,0.0,0.0,0.0,,0.0,9.4235
2021-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1727.43,0.0,0.0,0.0,,0.0,9.4395
2021-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1723.44,0.0,0.0,0.0,,0.0,9.4177
2021-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1732.88,0.0,0.0,0.0,,0.0,9.4693
2021-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1698.22,0.0,0.0,0.0,,0.0,9.2799
2021-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1696.59,0.0,0.0,0.0,,0.0,9.271
2021-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1678.38,0.0,0.0,0.0,,0.0,9.1715
2021-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1703.55,0.0,0.0,0.0,,0.0,9.309
2021-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1714.98,0.0,0.0,0.0,,0.0,9.3715
2021-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1708.85,0.0,0.0,0.0,,0.0,9.338
2021-01-29,3000.0,27775.5,0.03,0.02,0.03,27775.5,0.0,3000.0,0.0,3000.0,0.03,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,16.3934,9.2585
2021-02-01,3000.0,28109.7,0.03,0.02,0.03,28109.7,0.0,3000.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,16.3934,9.3699
2021-02-02,3000.0,28381.5,0.07,0.02,0.03,28381.5,0.0,3000.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,16.3934,9.4605
2021-02-03,3000.0,28243.5,0.07,0.02,0.03,28243.5,0.0,3000.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,16.3934,9.4145
2021-02-04,3000.0,28092.0,0.07,0.02,0.03,28092.0,0.0,3000.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,16.3934,9.364
2021-02-05,3000.0,27885.0,0.07,0.02,0.03,27885.0,0.0,3000.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,16.3934,9.295
2021-02-08,3000.0,27609.3,0.07,0.02,0.03,27609.3,0.0,3000.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,16.3934,9.2031
2021-02-09,3000.0,27685.5,0.07,0.02,0.03,27685.5,0.0,3000.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,16.3934,9.2285
2021-02-10,340.0,3130.21,0.01,0.0,0.0,3130.21,0.0,340.0,0.0,,,2660.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,1.8579,9.2065
2021-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,340.0,0.0,0.0,0.0,0.0,183.0,1685.52,0.0,0.0,0.0,,0.0,9.2105
2021-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1678.35,0.0,0.0,0.0,,0.0,9.1713
2021-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1687.99,0.0,0.0,0.0,,0.0,9.224
2021-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1670.74,0.0,0.0,0.0,,0.0,9.1297
2021-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1668.54,0.0,0.0,0.0,,0.0,9.1177
2021-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1650.48,0.0,0.0,0.0,,0.0,9.019
2021-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1640.6,0.0,0.0,0.0,,0.0,8.965
2021-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1650.93,0.0,0.0,0.0,,0.0,9.0215
2021-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1668.81,0.0,0.0,0.0,,0.0,9.1192
2021-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1659.54,0.0,0.0,0.0,,0.0,9.0685
2021-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1666.03,0.0,0.0,0.0,,0.0,9.104
2021-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1648.96,0.0,0.0,0.0,,0.0,9.0107
2021-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1681.59,0.0,0.0,0.0,,0.0,9.189
2021-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1674.82,0.0,0.0,0.0,,0.0,9.152
2021-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1664.11,0.0,0.0,0.0,,0.0,9.0935
2021-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1678.93,0.0,0.0,0.0,,0.0,9.1745
2021-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1652.49,0.0,0.0,0.0,,0.0,9.03
2021-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1680.78,0.0,0.0,0.0,,0.0,9.1846
2021-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1678.38,0.0,0.0,0.0,,0.0,9.1715
2021-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1691.19,0.0,0.0,0.0,,0.0,9.2415
2021-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1708.58,0.0,0.0,0.0,,0.0,9.3365
2021-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1702.67,0.0,0.0,0.0,,0.0,9.3042
2021-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1703.97,0.0,0.0,0.0,,0.0,9.3113
2021-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,683.0,6451.96,0.0,0.0,0.0,,0.0,9.4465
2021-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,783.0,7312.83,0.01,0.0,0.0,,0.0,9.3395
2021-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1691.93,0.0,0.0,0.0,,0.0,9.2455
2021-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1706.84,0.0,0.0,0.0,,0.0,9.327
2021-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1689.73,0.0,0.0,0.0,,0.0,9.2335
2021-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1712.97,0.0,0.0,0.0,,0.0,9.3605
2021-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1713.3,0.0,0.0,0.0,,0.0,9.3623
2021-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1686.99,0.0,0.0,0.0,,0.0,9.2185
2021-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1696.78,0.0,0.0,0.0,,0.0,9.272
2021-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1688.72,0.0,0.0,0.0,,0.0,9.228
2021-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,583.0,5421.67,0.0,0.0,0.0,,0.0,9.2996
2021-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1694.4,0.0,0.0,0.0,,0.0,9.259
2021-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,783.0,7372.57,0.01,0.0,0.0,,0.0,9.4158
2021-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1723.09,0.0,0.0,0.0,,0.0,
2021-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1723.09,0.0,0.0,0.0,,0.0,
2021-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1732.83,0.0,0.0,0.0,,0.0,9.469
2021-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1753.74,0.0,0.0,0.0,,0.0,9.5833
2021-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,283.0,2715.67,0.0,0.0,0.0,,0.0,9.596
2021-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1759.44,0.0,0.0,0.0,,0.0,9.6144
2021-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1755.15,0.0,0.0,0.0,,0.0,9.591
2021-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1772.19,0.0,0.0,0.0,,0.0,9.6841
2021-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,683.0,6655.49,0.0,0.0,0.0,,0.0,9.7445
2021-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1794.13,0.0,0.0,0.0,,0.0,9.804
2021-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1811.0,0.0,0.0,0.0,,0.0,9.8962
2021-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1814.43,0.0,0.0,0.0,,0.0,9.9149
2021-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1822.92,0.0,0.0,0.0,,0.0,9.9613
2021-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1805.37,0.0,0.0,0.0,,0.0,9.8654
2021-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1827.73,0.0,0.0,0.0,,0.0,9.9876
2021-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1810.44,0.0,0.0,0.0,,0.0,9.8931
2021-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1810.88,0.0,0.0,0.0,,0.0,9.8955
2021-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1812.94,0.0,0.0,0.0,,0.0,9.9068
2021-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1806.32,0.0,0.0,0.0,,0.0,9.8706
2021-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1803.03,0.0,0.0,0.0,,0.0,9.8526
2021-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1793.78,0.0,0.0,0.0,,0.0,9.8021
2021-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1815.09,0.0,0.0,0.0,,0.0,9.9185
2021-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1799.71,0.0,0.0,0.0,,0.0,9.8345
2021-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1799.09,0.0,0.0,0.0,,0.0,9.8311
2021-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1798.38,0.0,0.0,0.0,,0.0,9.8272
2021-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1809.87,0.0,0.0,0.0,,0.0,9.89
2021-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1826.61,0.0,0.0,0.0,,0.0,9.9815
2021-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1791.59,0.0,0.0,0.0,,0.0,9.7901
2021-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1793.4,0.0,0.0,0.0,,0.0,9.8
2021-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1791.09,0.0,0.0,0.0,,0.0,9.7874
2021-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1808.02,0.0,0.0,0.0,,0.0,9.8799
2021-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1809.87,0.0,0.0,0.0,,0.0,9.89
2021-05-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1837.47,0.0,0.0,0.0,,0.0,10.0408
2021-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1817.06,0.0,0.0,0.0,,0.0,9.9293
2021-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1829.96,0.0,0.0,0.0,,0.0,9.9998
2021-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1828.12,0.0,0.0,0.0,,0.0,9.9897
2021-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,1683.0,17037.51,0.01,0.0,0.0,,0.0,10.1233
2021-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1868.96,0.0,0.0,0.0,,0.0,10.2129
2021-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,183.0,1877.51,0.0,0.0,0.0,,0.0,10.2596
