,HYSRI FP Equity_DX_SI_QTY,HYSRI FP Equity_DX_SHORT_INTEREST_VALUE,HYSRI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,HYSRI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,HYSRI FP Equity_DX_SI_MV,HYSRI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,HYSRI FP Equity_DX_SUPPLY_SI_QTY,HYSRI FP Equity_DX_BROKER_SI_QTY,HYSRI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,HYSRI FP Equity_DX_SUPPLY_SI_QTY_INC_x,HYSRI FP Equity_DX_BROKER_SI_MV_INC_x,HYSRI FP Equity_DX_BROKER_SI_QTY_ADD,HYSRI FP Equity_DX_SUPPLY_SI_MV_DEC,HYSRI FP Equity_DX_BROKER_SI_QTY_INC,HYSRI FP Equity_DX_SUPPLY_SI_QTY_DEC,HYSRI FP Equity_DX_BROKER_SI_MV_INC_y,HYSRI FP Equity_DX_SUPPLY_SI_QTY_INC_y,HYSRI FP Equity_DX_BROKER_SI_MV_ADD,HYSRI FP Equity_DX_SUPPLY_SI_QTY_ADD,HYSRI FP Equity_DX_BROKER_SI_QTY_DEC,HYSRI FP Equity_DX_SUPPLY_SI_MV,HYSRI FP Equity_DX_BROKER_SI_MV_DEC,HYSRI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,HYSRI FP Equity_DX_UTILIZATION_QUANTITY,HYSRI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,HYSRI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,HYSRI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,HYSRI FP Equity_DX_ACTIVE_UTILIZATION_MV,HYSRI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,HYSRI FP Equity_DX_BROKER_SI_CON_RATIO,HYSRI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,HYSRI FP Equity_DX_DEMAND_SUPPLY_RATIO,HYSRI FP Equity_PX_LAST
2023-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.35
2023-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.353
2023-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.364
2023-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.327
2023-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.364
2023-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.35
2023-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.355
2023-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.32
2023-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.294
2023-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.292
2023-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.282
2023-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.286
2023-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.306
2023-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.304
2023-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.326
2023-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.316
2023-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.315
2023-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.299
2023-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.233
2023-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.255
2023-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.265
2023-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.286
2023-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.354
2023-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.381
2023-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.377
2023-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.356
2023-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.386
2023-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.376
2023-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.378
2023-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.372
2023-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.394
2023-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.397
2023-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.387
2023-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.438
2023-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.452
2023-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.438
2023-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.397
2023-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.389
2023-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.375
2023-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.394
2023-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.397
2023-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.392
2023-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.41
2023-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.439
2023-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4
2023-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.403
2023-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.383
2023-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.38
2023-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.345
2023-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.357
2023-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.349
2023-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.365
2023-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.389
2023-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.377
2023-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.379
2023-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.398
2023-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.44
2023-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.424
2023-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.418
2023-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4
2023-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.399
2023-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.409
2023-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.387
2023-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.402
2023-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.43
2023-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.434
2023-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.429
2023-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.441
2023-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.477
2023-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.462
2023-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.455
2023-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.459
2023-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.477
2023-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.448
2023-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.447
2023-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.435
2023-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.416
2023-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.408
2023-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.397
2023-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.423
2023-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.399
2023-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.381
2023-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.374
2023-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.368
2023-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.367
2023-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.348
2023-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.394
2023-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.407
2023-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.401
2023-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.387
2023-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.389
2023-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.378
2023-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.35
2023-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.328
2023-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.322
2023-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.345
2023-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.384
2023-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.388
2023-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.374
2023-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.378
2023-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.397
2023-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.433
2023-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.479
2023-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.528
2023-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.549
2023-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.527
2023-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.542
2023-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.558
2023-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.565
2023-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.542
2023-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.544
2023-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.619
2023-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.61
2023-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.603
2023-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.618
2023-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.613
2023-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.624
2023-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.636
2023-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.639
2023-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.651
2023-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.663
2023-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.67
2023-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.715
2023-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.725
2023-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.76
2023-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25773.0,251827.98,0.25,0.0,,0.0,,0.0,9.771
2023-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25773.0,252291.9,0.25,0.0,,0.0,,0.0,9.789
2023-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25773.0,252730.04,0.25,0.0,,0.0,,0.0,9.806
2023-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25773.0,252652.72,0.25,0.0,,0.0,,0.0,9.803
2023-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25773.0,252601.17,0.25,0.0,,0.0,,0.0,9.801
2023-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25773.0,252858.9,0.25,0.0,,0.0,,0.0,9.811
2023-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,35967.0,352620.47,0.35,0.0,,0.0,,0.0,9.804
2023-12-13,12600.0,124021.8,4.1,0.05,0.12,62010.9,6300.0,6300.0,62010.9,,,6300.0,,,,,,0.06,6300.0,,0.06,,100.0,14.91,0.0,0.0,0.0,100.0,,1.0,100.0,0.2981,9.843
2023-12-14,12600.0,125118.0,3.62,0.05,0.12,62559.0,6300.0,6300.0,62559.0,,,,,,,,,,,,0.06,,100.0,14.91,0.0,0.0,0.0,100.0,,1.0,100.0,0.2981,9.93
2023-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.06,,6300.0,,,,,6300.0,0.0,0.06,0.0,0.0,42267.0,420514.38,0.42,0.0,,0.0,,0.0,9.949
2023-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,35967.0,357440.05,0.36,0.0,,0.0,,0.0,9.938
2023-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,35967.0,357835.68,0.36,0.0,,0.0,,0.0,9.949
2023-12-20,1400.0,13972.0,0.46,0.01,0.01,6986.0,700.0,700.0,6986.0,,,700.0,,,,,,0.01,700.0,,0.01,,100.0,1.91,0.0,0.0,0.0,100.0,,1.0,100.0,0.0382,9.98
2023-12-21,1400.0,13976.2,0.41,0.01,0.01,6988.1,700.0,700.0,6988.1,,,,,,,,,,,,0.01,,100.0,1.91,0.0,0.0,0.0,100.0,,1.0,100.0,0.0382,9.983
2023-12-22,80600.0,808740.4,21.2,0.3,0.77,404370.2,40300.0,40300.0,404370.2,5600.0,0.37,,,39600.0,,0.37,5600.0,,34000.0,,0.4,,100.0,95.35,0.0,0.0,0.0,100.0,,1.0,100.0,1.9069,10.034
2023-12-25,80600.0,808740.4,21.13,0.3,0.81,404370.2,40300.0,40300.0,404370.2,,,,,,,,,,,,0.4,,100.0,95.35,0.0,0.0,0.0,100.0,,1.0,100.0,1.9069,
2023-12-26,80600.0,808740.4,21.13,0.3,0.81,404370.2,40300.0,40300.0,404370.2,,,,,,,,,,,,0.4,,100.0,95.35,0.0,0.0,0.0,100.0,,1.0,100.0,1.9069,
2023-12-27,80600.0,809224.0,21.13,0.3,0.81,404612.0,40300.0,40300.0,404612.0,,,,,,,,,,,,0.4,,100.0,95.35,0.0,0.0,0.0,100.0,,1.0,100.0,1.9069,10.04
2023-12-28,80600.0,809707.6,20.99,0.3,0.81,404853.8,40300.0,40300.0,404853.8,,,,,,,,,,,,0.4,,100.0,95.35,0.0,0.0,0.0,100.0,,1.0,100.0,1.9069,10.046
2023-12-29,80600.0,807289.6,21.13,0.3,0.81,403644.8,40300.0,40300.0,403644.8,,,,,,,,,,,,0.4,,100.0,95.35,0.0,0.0,0.0,100.0,,1.0,100.0,1.9069,10.016
2024-01-01,80600.0,807289.6,23.96,0.3,0.81,403644.8,40300.0,40300.0,403644.8,,,,,,,,,,,,0.4,,100.0,95.35,0.0,0.0,0.0,100.0,,1.0,100.0,1.9069,
2024-01-02,68000.0,680544.0,20.21,0.25,0.68,340272.0,34000.0,34000.0,340272.0,,,,0.06,,6300.0,,,,,6300.0,0.34,0.07,100.0,94.53,0.0,0.0,0.0,100.0,,1.0,100.0,1.8906,10.008
2024-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.34,,34000.0,,,,,34000.0,0.0,0.34,0.0,0.0,35967.0,357511.98,0.36,0.0,,0.0,,0.0,9.94
2024-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,35967.0,357404.08,0.36,0.0,,0.0,,0.0,9.937
2024-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,35967.0,357368.11,0.36,0.0,,0.0,,0.0,9.936
2024-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,35967.0,358375.19,0.36,0.0,,0.0,,0.0,9.964
2024-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,35967.0,357727.78,0.36,0.0,,0.0,,0.0,9.946
2024-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,35967.0,358483.09,0.36,0.0,,0.0,,0.0,9.967
2024-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,35967.0,358698.89,0.36,0.0,,0.0,,0.0,9.973
2024-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,35967.0,359957.74,0.36,0.0,,0.0,,0.0,10.008
2024-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,35967.0,359526.13,0.36,0.0,,0.0,,0.0,9.996
2024-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,35967.0,359382.26,0.36,0.0,,0.0,,0.0,9.992
2024-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,35967.0,357871.65,0.36,0.0,,0.0,,0.0,9.95
2024-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,35967.0,358626.96,0.36,0.0,,0.0,,0.0,9.971
2024-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,35967.0,358878.73,0.36,0.0,,0.0,,0.0,9.978
2024-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,35967.0,360173.54,0.36,0.0,,0.0,,0.0,10.014
2024-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,35967.0,360317.41,0.36,0.0,,0.0,,0.0,10.018
2024-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,35967.0,360749.01,0.36,0.0,,0.0,,0.0,10.03
2024-01-25,7600.0,76349.6,2.24,0.03,0.08,38174.8,3800.0,3800.0,38174.8,,,3800.0,,,,,,0.04,3800.0,,0.04,,100.0,9.56,0.0,0.0,0.0,100.0,,1.0,100.0,0.1911,10.046
2024-01-26,7600.0,76456.0,2.37,0.03,0.08,38228.0,3800.0,3800.0,38228.0,,,,,,,,,,,,0.04,,100.0,9.56,0.0,0.0,0.0,100.0,,1.0,100.0,0.1911,10.06
2024-01-29,7600.0,76471.2,2.29,0.03,0.08,38235.6,3800.0,3800.0,38235.6,,,,,,,,,,,,0.04,,100.0,9.56,0.0,0.0,0.0,100.0,,1.0,100.0,0.1911,10.062
2024-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.04,,3800.0,,,,,3800.0,0.0,0.04,0.0,0.0,35967.0,361252.55,0.36,0.0,,0.0,,0.0,10.044
2024-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,35967.0,361108.68,0.36,0.0,,0.0,,0.0,10.04
2024-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,35967.0,360461.27,0.36,0.0,,0.0,,0.0,10.022
2024-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,35967.0,360605.14,0.36,0.0,,0.0,,0.0,10.026
2024-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,35967.0,359382.26,0.36,0.0,,0.0,,0.0,9.992
2024-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,35967.0,359813.87,0.36,0.0,,0.0,,0.0,10.004
2024-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,35967.0,359454.2,0.36,0.0,,0.0,,0.0,9.994
2024-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,35967.0,359885.8,0.36,0.0,,0.0,,0.0,10.006
2024-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,35967.0,360317.41,0.36,0.0,,0.0,,0.0,10.018
2024-02-12,6400.0,64204.8,2.4,0.02,0.06,32102.4,3200.0,3200.0,32102.4,,,3200.0,,,,,,0.03,3200.0,,0.03,,100.0,8.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.1634,10.032
2024-02-13,6400.0,63993.6,2.56,0.02,0.06,31996.8,3200.0,3200.0,31996.8,,,,,,,,,,,,0.03,,100.0,8.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.1634,9.999
2024-02-14,6400.0,64192.0,2.63,0.02,0.06,32096.0,3200.0,3200.0,32096.0,,,,,,,,,,,,0.03,,100.0,8.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.1634,10.03
2024-02-15,6400.0,64256.0,2.62,0.02,0.06,32128.0,3200.0,3200.0,32128.0,,,,,,,,,,,,0.03,,100.0,8.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.1634,10.04
2024-02-16,26400.0,264950.4,10.68,0.1,0.26,132475.2,13200.0,13200.0,132475.2,,0.1,,,10000.0,,0.1,,,10000.0,,0.13,,100.0,33.7,0.0,0.0,0.0,100.0,,1.0,100.0,0.674,10.036
2024-02-19,20000.0,200800.0,8.05,0.08,0.2,100400.0,10000.0,10000.0,100400.0,,,,0.03,,3200.0,,,,,3200.0,0.1,0.03,100.0,25.53,0.0,0.0,0.0,100.0,,1.0,100.0,0.5106,10.04
2024-02-20,33400.0,335202.4,20.99,0.13,0.33,167601.2,16700.0,16700.0,167601.2,,0.07,,,6700.0,,0.07,,,6700.0,,0.17,,100.0,39.14,0.0,0.0,0.0,100.0,,1.0,100.0,0.7828,10.036
2024-02-21,33400.0,335469.6,19.12,0.13,0.34,167734.8,16700.0,16700.0,167734.8,,,,,,,,,,,,0.17,,100.0,39.14,0.0,0.0,0.0,100.0,,1.0,100.0,0.7828,10.044
2024-02-22,33400.0,336004.0,19.29,0.13,0.34,168002.0,16700.0,16700.0,168002.0,,,,,,,,,,,,0.17,,100.0,39.14,0.0,0.0,0.0,100.0,,1.0,100.0,0.7828,10.06
2024-02-23,33400.0,336939.2,15.03,0.12,0.34,168469.6,16700.0,16700.0,168469.6,,,,,,,,,,,,0.17,,100.0,39.14,0.0,0.0,0.0,100.0,,1.0,100.0,0.7828,10.088
2024-02-26,73400.0,738257.2,33.1,0.27,0.74,369128.6,36700.0,36700.0,369128.6,20000.0,0.2,,,20000.0,,0.2,20000.0,,,,0.37,,100.0,86.01,0.0,0.0,0.0,100.0,,1.0,100.0,1.7203,10.058
