,HYSRI FP Equity_DX_SI_QTY,HYSRI FP Equity_DX_SHORT_INTEREST_VALUE,HYSRI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,HYSRI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,HYSRI FP Equity_DX_SI_MV,HYSRI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,HYSRI FP Equity_DX_SUPPLY_SI_QTY,HYSRI FP Equity_DX_BROKER_SI_QTY,HYSRI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,HYSRI FP Equity_DX_SUPPLY_SI_QTY_INC_x,HYSRI FP Equity_DX_BROKER_SI_MV_INC_x,HYSRI FP Equity_DX_BROKER_SI_QTY_ADD,HYSRI FP Equity_DX_SUPPLY_SI_MV_DEC,HYSRI FP Equity_DX_BROKER_SI_QTY_INC,HYSRI FP Equity_DX_SUPPLY_SI_QTY_DEC,HYSRI FP Equity_DX_BROKER_SI_MV_INC_y,HYSRI FP Equity_DX_SUPPLY_SI_QTY_INC_y,HYSRI FP Equity_DX_BROKER_SI_MV_ADD,HYSRI FP Equity_DX_SUPPLY_SI_QTY_ADD,HYSRI FP Equity_DX_BROKER_SI_QTY_DEC,HYSRI FP Equity_DX_SUPPLY_SI_MV,HYSRI FP Equity_DX_BROKER_SI_MV_DEC,HYSRI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,HYSRI FP Equity_DX_UTILIZATION_QUANTITY,HYSRI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,HYSRI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,HYSRI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,HYSRI FP Equity_DX_ACTIVE_UTILIZATION_MV,HYSRI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,HYSRI FP Equity_DX_BROKER_SI_CON_RATIO,HYSRI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,HYSRI FP Equity_DX_DEMAND_SUPPLY_RATIO,HYSRI FP Equity_PX_LAST
2024-02-27,73400.0,738110.4,33.16,0.27,0.74,369055.2,36700.0,36700.0,369055.2,,,,,,,,,,,,0.37,,100.0,86.01,0.0,0.0,0.0,100.0,,1.0,100.0,1.7203,10.056
2024-02-28,73400.0,738110.4,32.87,0.27,0.74,369055.2,36700.0,36700.0,369055.2,,,,,,,,,,,,0.37,,100.0,86.01,0.0,0.0,0.0,100.0,,1.0,100.0,1.7203,10.056
2024-02-29,73400.0,739284.8,30.07,0.27,0.74,369642.4,36700.0,36700.0,369642.4,,,,,,,,,,,,0.37,,100.0,86.01,0.0,0.0,0.0,100.0,,1.0,100.0,1.7203,10.072
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.37,,36700.0,,,,,36700.0,0.0,0.37,0.0,0.0,42667.0,429571.36,0.43,0.0,,0.0,,0.0,10.068
2024-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,35967.0,362331.56,0.36,0.0,,0.0,,0.0,10.074
2024-03-05,40800.0,410937.6,16.11,0.15,0.41,205468.8,20400.0,20400.0,205468.8,,,20400.0,,,,,,0.21,20400.0,,0.21,,100.0,56.72,0.0,0.0,0.0,100.0,,1.0,100.0,1.1344,10.072
2024-03-06,40800.0,411590.4,16.2,0.15,0.41,205795.2,20400.0,20400.0,205795.2,,,,,,,,,,,,0.21,,100.0,56.72,0.0,0.0,0.0,100.0,,1.0,100.0,1.1344,10.088
2024-03-07,40800.0,411753.6,18.07,0.15,0.41,205876.8,20400.0,20400.0,205876.8,,,,,,,,,,,,0.21,,100.0,56.72,0.0,0.0,0.0,100.0,,1.0,100.0,1.1344,10.092
2024-03-08,40800.0,412896.0,17.05,0.15,0.41,206448.0,20400.0,20400.0,206448.0,,,,,,,,,,,,0.21,,100.0,56.72,0.0,0.0,0.0,100.0,,1.0,100.0,1.1344,10.12
2024-03-11,40800.0,412161.6,18.51,0.15,0.41,206080.8,20400.0,20400.0,206080.8,,,,,,,,,,,,0.21,,100.0,56.72,0.0,0.0,0.0,100.0,,1.0,100.0,1.1344,10.102
2024-03-12,69800.0,707074.0,29.46,0.26,0.71,353537.0,34900.0,34900.0,353537.0,14500.0,0.15,,,14500.0,,0.15,14500.0,,,,0.35,,100.0,97.03,0.0,0.0,0.0,100.0,,1.0,100.0,1.9407,10.13
2024-03-13,69800.0,707213.6,30.79,0.26,0.71,353606.8,34900.0,34900.0,353606.8,,,,,,,,,,,,0.35,,100.0,97.03,0.0,0.0,0.0,100.0,,1.0,100.0,1.9407,10.132
2024-03-14,69800.0,704840.4,29.5,0.26,0.71,352420.2,34900.0,34900.0,352420.2,,,,,,,,,,,,0.35,,100.0,97.03,0.0,0.0,0.0,100.0,,1.0,100.0,1.9407,10.098
2024-03-15,69800.0,705119.6,27.72,0.26,0.71,352559.8,34900.0,34900.0,352559.8,,,,,,,,,,,,0.35,,100.0,97.03,0.0,0.0,0.0,100.0,,1.0,100.0,1.9407,10.102
2024-03-18,69800.0,704421.6,32.83,0.26,0.7,352210.8,34900.0,34900.0,352210.8,,,,,,,,,,,,0.35,,100.0,97.03,0.0,0.0,0.0,100.0,,1.0,100.0,1.9407,10.092
2024-03-19,69800.0,704980.0,33.05,0.26,0.7,352490.0,34900.0,34900.0,352490.0,,,,,,,,,,,,0.35,,100.0,97.03,0.0,0.0,0.0,100.0,,1.0,100.0,1.9407,10.1
2024-03-20,69800.0,704700.8,33.39,0.26,0.71,352350.4,34900.0,34900.0,352350.4,,,,,,,,,,,,0.35,,100.0,97.03,0.0,0.0,0.0,100.0,,1.0,100.0,1.9407,10.096
2024-03-21,69800.0,705817.6,33.29,0.26,0.7,352908.8,34900.0,34900.0,352908.8,,,,,,,,,,,,0.35,,100.0,97.03,0.0,0.0,0.0,100.0,,1.0,100.0,1.9407,10.112
2024-03-22,69800.0,703723.6,34.17,0.26,0.71,351861.8,34900.0,34900.0,351861.8,,,,,,,,,,,,0.35,,100.0,97.03,0.0,0.0,0.0,100.0,,1.0,100.0,1.9407,10.082
2024-03-25,69800.0,705817.6,33.86,0.26,0.7,352908.8,34900.0,34900.0,352908.8,,,,,,,,,,,,0.35,,100.0,97.03,0.0,0.0,0.0,100.0,,1.0,100.0,1.9407,10.112
2024-03-26,69800.0,705119.6,33.34,0.25,0.71,352559.8,34900.0,34900.0,352559.8,,,,,,,,,,,,0.35,,100.0,97.03,0.0,0.0,0.0,100.0,,1.0,100.0,1.9407,10.102
2024-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.35,,34900.0,,,,,34900.0,0.0,0.35,0.0,0.0,35967.0,363122.83,0.36,0.0,,0.0,,0.0,10.096
2024-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,35967.0,363482.5,0.36,0.0,,0.0,,0.0,10.106
2024-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,35967.0,363482.5,0.36,0.0,,0.0,,0.0,
2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,35967.0,363482.5,0.36,0.0,,0.0,,0.0,
2024-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37967.0,382935.16,0.36,0.0,,0.0,,0.0,10.086
2024-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37967.0,383087.03,0.36,0.0,,0.0,,0.0,10.09
2024-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37967.0,383770.44,0.36,0.0,,0.0,,0.0,10.108
2024-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37967.0,384301.97,0.36,0.0,,0.0,,0.0,10.122
2024-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37967.0,384833.51,0.36,0.0,,0.0,,0.0,10.136
2024-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37967.0,383694.5,0.36,0.0,,0.0,,0.0,10.106
2024-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37967.0,383618.57,0.36,0.0,,0.0,,0.0,10.104
2024-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37967.0,382327.69,0.36,0.0,,0.0,,0.0,10.07
2024-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37967.0,382403.62,0.36,0.0,,0.0,,0.0,10.072
2024-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37967.0,380884.94,0.36,0.0,,0.0,,0.0,10.032
2024-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37967.0,379973.74,0.36,0.0,,0.0,,0.0,10.008
2024-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37967.0,380733.08,0.37,0.0,,0.0,,0.0,10.028
2024-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37967.0,381340.55,0.36,0.0,,0.0,,0.0,10.044
2024-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37967.0,381264.61,0.36,0.0,,0.0,,0.0,10.042
2024-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37967.0,382327.69,0.36,0.0,,0.0,,0.0,10.07
2024-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37967.0,383922.3,0.36,0.0,,0.0,,0.0,10.112
2024-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37967.0,382327.69,0.36,0.0,,0.0,,0.0,10.07
2024-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37967.0,381568.35,0.36,0.0,,0.0,,0.0,10.05
2024-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37967.0,383162.96,0.36,0.0,,0.0,,0.0,10.092
2024-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37967.0,383314.83,0.37,0.0,,0.0,,0.0,10.096
2024-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37967.0,382631.43,0.36,0.0,,0.0,,0.0,10.078
2024-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,35967.0,362475.43,0.36,0.0,,0.0,,0.0,
2024-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37967.0,382935.16,0.36,0.0,,0.0,,0.0,10.086
2024-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37967.0,384301.97,0.36,0.0,,0.0,,0.0,10.122
2024-05-06,1000.0,10134.0,0.49,0.0,0.01,0.0,1000.0,0.0,10134.0,,,,,,,,,,1000.0,,0.01,,100.0,2.57,0.0,0.0,0.0,100.0,,1.0,100.0,0.0257,10.134
2024-05-07,1000.0,10152.0,0.49,0.0,0.01,0.0,1000.0,0.0,10152.0,,,,,,,,,,,,0.01,,100.0,2.57,0.0,0.0,0.0,100.0,,1.0,100.0,0.0257,10.152
2024-05-08,1000.0,10146.0,0.5,0.0,0.01,0.0,1000.0,0.0,10146.0,,,,,,,,,,,,0.01,,100.0,2.57,0.0,0.0,0.0,100.0,,1.0,100.0,0.0257,10.146
2024-05-09,1000.0,10114.0,0.48,0.0,0.01,0.0,1000.0,0.0,10114.0,,,,,,,,,,,,0.01,,100.0,2.57,0.0,0.0,0.0,100.0,,1.0,100.0,0.0257,10.114
2024-05-10,36000.0,364176.0,17.21,0.12,0.36,0.0,36000.0,0.0,364176.0,,,,,,,,,,35000.0,,0.36,,100.0,92.39,0.0,0.0,0.0,100.0,,1.0,100.0,0.9239,10.116
2024-05-13,1000.0,10120.0,0.48,0.0,0.01,0.0,1000.0,0.0,10120.0,,,,0.35,,35000.0,,,,,,0.01,,100.0,2.57,0.0,0.0,0.0,100.0,,1.0,100.0,0.0257,10.12
2024-05-14,1000.0,10118.0,0.83,0.0,0.01,0.0,1000.0,0.0,10118.0,,,,,,,,,,,,0.01,,100.0,2.57,0.0,0.0,0.0,100.0,,1.0,100.0,0.0257,10.118
2024-05-15,1000.0,10148.0,0.79,0.0,0.01,0.0,1000.0,0.0,10148.0,,,,,,,,,,,,0.01,,100.0,2.57,0.0,0.0,0.0,100.0,,1.0,100.0,0.0257,10.148
2024-05-16,1000.0,10156.0,0.77,0.0,0.01,0.0,1000.0,0.0,10156.0,,,,,,,,,,,,0.01,,100.0,2.57,0.0,0.0,0.0,100.0,,1.0,100.0,0.0257,10.156
2024-05-17,1000.0,10154.0,0.76,0.0,0.01,0.0,1000.0,0.0,10154.0,,,,,,,,,,,,0.01,,100.0,2.57,0.0,0.0,0.0,100.0,,1.0,100.0,0.0257,10.154
2024-05-20,1000.0,10162.0,0.74,0.0,0.01,0.0,1000.0,0.0,10162.0,,,,,,,,,,,,0.01,,100.0,2.57,0.0,0.0,0.0,100.0,,1.0,100.0,0.0257,10.162
2024-05-21,1000.0,10170.0,0.74,0.0,0.01,0.0,1000.0,0.0,10170.0,,,,,,,,,,,,0.01,,100.0,2.57,0.0,0.0,0.0,100.0,,1.0,100.0,0.0257,10.17
2024-05-22,1000.0,10166.0,0.71,0.0,0.01,0.0,1000.0,0.0,10166.0,,,,,,,,,,,,0.01,,100.0,2.57,0.0,0.0,0.0,100.0,,1.0,100.0,0.0257,10.166
2024-05-23,1000.0,10150.0,0.76,0.0,0.01,0.0,1000.0,0.0,10150.0,,,,,,,,,,,,0.01,,100.0,2.57,0.0,0.0,0.0,100.0,,1.0,100.0,0.0257,10.15
2024-05-24,35168.0,357306.88,25.64,0.12,0.36,0.0,35168.0,0.0,357306.88,,,,,,,,,,34168.0,,0.36,,100.0,90.25,0.0,0.0,0.0,100.0,,1.0,100.0,0.9025,10.16
2024-05-27,1000.0,10174.0,0.72,0.0,0.01,0.0,1000.0,0.0,10174.0,,,,0.35,,34168.0,,,,,,0.01,,100.0,2.57,0.0,0.0,0.0,100.0,,1.0,100.0,0.0257,10.174
2024-05-28,1000.0,10166.0,0.72,0.0,0.01,0.0,1000.0,0.0,10166.0,,,,,,,,,,,,0.01,,100.0,2.57,0.0,0.0,0.0,100.0,,1.0,100.0,0.0257,10.166
2024-05-29,35168.0,356814.53,25.96,0.12,0.36,0.0,35168.0,0.0,356814.53,,,,,,,,,,34168.0,,0.36,,100.0,90.25,0.0,0.0,0.0,100.0,,1.0,100.0,0.9025,10.146
2024-05-30,35168.0,357025.54,26.41,0.12,0.36,0.0,35168.0,0.0,357025.54,,,,,,,,,,,,0.36,,100.0,90.25,0.0,0.0,0.0,100.0,,1.0,100.0,0.9025,10.152
2024-05-31,1000.0,10150.0,1.03,0.0,0.01,0.0,1000.0,0.0,10150.0,,,,0.34,,34168.0,,,,,,0.01,,100.0,2.57,0.0,0.0,0.0,100.0,,1.0,100.0,0.0257,10.15
2024-06-03,1000.0,10176.0,1.03,0.0,0.01,0.0,1000.0,0.0,10176.0,,,,,,,,,,,,0.01,,100.0,2.57,0.0,0.0,0.0,100.0,,1.0,100.0,0.0257,10.176
2024-06-04,34800.0,354472.8,30.97,0.12,0.35,0.0,34800.0,0.0,354472.8,,,,,,,,,,33800.0,,0.35,,100.0,89.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.8931,10.186
2024-06-05,1000.0,10204.0,0.89,0.0,0.01,0.0,1000.0,0.0,10204.0,,,,0.34,,33800.0,,,,,,0.01,,100.0,2.57,0.0,0.0,0.0,100.0,,1.0,100.0,0.0257,10.204
2024-06-06,2057.0,20981.4,2.35,0.01,0.02,0.0,2057.0,0.0,20981.4,,,,,,,,,,1057.0,,0.02,,100.0,5.28,0.0,0.0,0.0,100.0,,1.0,100.0,0.0528,10.2
2024-06-07,68000.0,692920.0,76.58,0.23,0.7,346460.0,35000.0,34000.0,356650.0,32943.0,,34000.0,,,,,32943.0,0.35,,,0.36,,100.0,89.82,0.0,0.0,0.0,100.0,,1.0,100.0,1.7451,10.19
2024-06-10,68000.0,691696.0,73.24,0.23,0.66,345848.0,35000.0,34000.0,356020.0,,,,,,,,,,,,0.32,,100.0,89.82,0.0,0.0,0.0,100.0,,1.0,100.0,1.7451,10.172
2024-06-11,68000.0,690336.0,66.57,0.23,0.69,345168.0,35000.0,34000.0,355320.0,,,,,,,,,,,,0.35,,100.0,89.82,0.0,0.0,0.0,100.0,,1.0,100.0,1.7451,10.152
2024-06-12,68000.0,693192.0,49.73,0.23,0.7,346596.0,35000.0,34000.0,356790.0,,,,,,,,,,,,0.36,,100.0,89.82,0.0,0.0,0.0,100.0,,1.0,100.0,1.7451,10.194
2024-06-13,68000.0,691016.0,49.51,0.23,0.69,345508.0,35000.0,34000.0,355670.0,,,,,,,,,,,,0.36,,100.0,89.82,0.0,0.0,0.0,100.0,,1.0,100.0,1.7451,10.162
2024-06-14,68000.0,688296.0,43.45,0.23,0.66,344148.0,35000.0,34000.0,354270.0,,,,,,,,,,,,0.32,,100.0,89.82,0.0,0.0,0.0,100.0,,1.0,100.0,1.7451,10.122
2024-06-17,68000.0,688704.0,41.99,0.23,0.69,344352.0,35000.0,34000.0,354480.0,,,,,,,,,,,,0.35,,100.0,89.82,0.0,0.0,0.0,100.0,,1.0,100.0,1.7451,10.128
2024-06-18,68000.0,690744.0,42.21,0.25,0.69,345372.0,35000.0,34000.0,355530.0,,,,,,,,,,,,0.36,,100.0,89.82,0.0,0.0,0.0,100.0,,1.0,100.0,1.7451,10.158
2024-06-19,68000.0,690064.0,42.21,0.25,0.69,345032.0,35000.0,34000.0,355180.0,1057.0,,,,,,,1057.0,,,,0.36,,100.0,89.82,0.0,0.0,0.0,100.0,,1.0,100.0,1.7451,10.148
2024-06-20,68000.0,690880.0,45.53,0.25,0.69,345440.0,35000.0,34000.0,355600.0,,,,,,,,,,,,0.36,,100.0,89.82,0.0,0.0,0.0,100.0,,1.0,100.0,1.7451,10.16
2024-06-21,68000.0,688840.0,46.68,0.27,0.69,344420.0,35000.0,34000.0,354550.0,,,,,,,,,,,,0.35,,100.0,89.82,0.0,0.0,0.0,100.0,,1.0,100.0,1.7451,10.13
2024-06-24,68000.0,691424.0,14.12,0.27,0.69,345712.0,35000.0,34000.0,355880.0,,,,,,,,,,,,0.36,,100.0,89.82,0.0,0.0,0.0,100.0,,1.0,100.0,1.7451,10.168
2024-06-25,69677.0,708475.74,14.41,0.27,0.71,342763.28,36967.0,33710.0,375880.46,1967.0,,,,,,,1967.0,,,290.0,0.38,0.0,100.0,94.87,0.0,0.0,0.0,100.0,,1.0,100.0,1.7881,10.168
2024-06-26,69677.0,707918.32,14.12,0.27,0.71,342493.6,36967.0,33710.0,375584.72,,,,,,,,,,,,0.38,,100.0,94.87,0.0,0.0,0.0,100.0,,1.0,100.0,1.7881,10.16
2024-06-27,67420.0,683638.8,13.73,0.26,0.68,341819.4,34710.0,33710.0,351959.4,,,,0.02,,2257.0,,,,,,0.35,,100.0,89.08,0.0,0.0,0.0,100.0,,1.0,100.0,1.7302,10.14
2024-06-28,67420.0,686335.6,13.79,0.29,0.68,343167.8,34710.0,33710.0,353347.8,,,,,,,,,,,,0.35,,100.0,89.08,0.0,0.0,0.0,100.0,,1.0,100.0,1.7302,10.18
2024-07-01,67420.0,686470.44,9.22,0.29,0.65,343235.22,34710.0,33710.0,353417.22,,,,,,,,,,,,0.32,,100.0,89.08,0.0,0.0,0.0,100.0,,1.0,100.0,1.7302,10.182
2024-07-02,1000.0,10200.0,0.14,0.0,0.01,0.0,1000.0,0.0,10200.0,,,,0.31,,33710.0,,,,,33710.0,0.01,0.34,100.0,2.57,0.0,0.0,0.0,100.0,,1.0,100.0,0.0257,10.2
2024-07-03,1000.0,10230.0,0.14,0.0,0.01,0.0,1000.0,0.0,10230.0,,,,,,,,,,,,0.01,,100.0,33.33,0.0,0.0,0.0,100.0,,1.0,100.0,0.3333,10.23
2024-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.01,,1000.0,,,,,,0.0,,0.0,0.0,2000.0,20460.0,0.0,0.0,,0.0,,0.0,10.23
2024-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2000.0,20476.0,0.0,0.0,,0.0,,0.0,10.238
2024-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2000.0,20508.0,0.0,0.0,,0.0,,0.0,10.254
2024-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2000.0,20472.0,0.0,0.0,,0.0,,0.0,10.236
2024-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2000.0,20516.0,0.0,0.0,,0.0,,0.0,10.258
2024-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2000.0,20632.0,0.0,0.0,,0.0,,0.0,10.316
2024-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2000.0,20616.0,0.0,0.0,,0.0,,0.0,10.308
2024-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2000.0,20596.0,0.0,0.0,,0.0,,0.0,10.298
2024-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2000.0,20620.0,0.0,0.0,,0.0,,0.0,10.31
2024-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2000.0,20592.0,0.0,0.0,,0.0,,0.0,10.296
2024-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2000.0,20600.0,0.0,0.0,,0.0,,0.0,10.3
2024-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2000.0,20580.0,0.0,0.0,,0.0,,0.0,10.29
2024-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2000.0,20576.0,0.0,0.0,,0.0,,0.0,10.288
2024-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2000.0,20600.0,0.0,0.0,,0.0,,0.0,10.3
2024-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2000.0,20580.0,0.0,0.0,,0.0,,0.0,10.29
