,PABW FP Equity_DX_SI_QTY,PABW FP Equity_DX_SHORT_INTEREST_VALUE,PABW FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,PABW FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,PABW FP Equity_DX_SI_MV,PABW FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,PABW FP Equity_DX_SUPPLY_SI_QTY,PABW FP Equity_DX_BROKER_SI_QTY,PABW FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,PABW FP Equity_DX_BROKER_SI_QTY_ADD,PABW FP Equity_DX_SUPPLY_SI_MV_DEC,PABW FP Equity_DX_SUPPLY_SI_QTY_DEC,PABW FP Equity_DX_BROKER_SI_MV_ADD,PABW FP Equity_DX_SUPPLY_SI_QTY_ADD,PABW FP Equity_DX_BROKER_SI_QTY_DEC,PABW FP Equity_DX_SUPPLY_SI_MV,PABW FP Equity_DX_BROKER_SI_MV_DEC,PABW FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,PABW FP Equity_DX_UTILIZATION_QUANTITY,PABW FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,PABW FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,PABW FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,PABW FP Equity_DX_ACTIVE_UTILIZATION_MV,PABW FP Equity_DX_BROKER_SI_CON_RATIO,PABW FP Equity_DX_BROKER_SI_MARKET_SHARE_1,PABW FP Equity_DX_DEMAND_SUPPLY_RATIO,PABW FP Equity_PX_LAST
2024-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,82.057
2024-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,82.156
2024-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,80.818
2024-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,80.859
2024-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,80.9
2024-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,81.623
2024-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,81.182
2024-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,80.756
2024-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,80.792
2025-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,81.586
2025-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,81.583
2025-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,82.184
2025-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,81.626
2025-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9000.0,732150.0,0.74,0.0,0.0,,0.0,81.35
2025-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9000.0,732024.0,0.74,0.0,0.0,,0.0,81.336
2025-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9000.0,724176.0,0.73,0.0,0.0,,0.0,80.464
2025-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9000.0,719298.0,0.72,0.0,0.0,,0.0,79.922
2025-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9000.0,719127.0,0.72,0.0,0.0,,0.0,79.903
2025-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9000.0,731322.0,0.72,0.0,0.0,,0.0,81.258
2025-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9000.0,734589.0,0.73,0.0,0.0,,0.0,81.621
2025-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9000.0,740853.0,0.72,0.0,0.0,,0.0,82.317
2025-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9000.0,738135.0,0.74,0.0,0.0,,0.0,82.015
2025-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9000.0,735723.0,0.74,0.0,0.0,,0.0,81.747
2025-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9000.0,743877.0,0.73,0.0,0.0,,0.0,82.653
2025-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9000.0,744642.0,0.74,0.0,0.0,,0.0,82.738
2025-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9000.0,740772.0,0.75,0.0,0.0,,0.0,82.308
2025-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9000.0,725436.0,0.75,0.0,0.0,,0.0,80.604
2025-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4000.0,326268.0,0.32,0.0,0.0,,0.0,81.567
2025-01-29,7680.0,629629.44,3.18,0.04,0.63,314814.72,3840.0,3840.0,314814.72,3840.0,,,0.31,3840.0,,0.31,,100.0,96.0,0.0,0.0,0.0,100.0,1.0,100.0,1.92,81.983
2025-01-30,7680.0,630942.72,3.2,0.04,0.64,315471.36,3840.0,3840.0,315471.36,,,,,,,0.32,,100.0,96.0,0.0,0.0,0.0,100.0,1.0,100.0,1.92,82.154
2025-01-31,7680.0,637063.68,3.16,0.04,0.63,318531.84,3840.0,3840.0,318531.84,,,,,,,0.32,,100.0,96.0,0.0,0.0,0.0,100.0,1.0,100.0,1.92,82.951
2025-02-03,7680.0,630881.28,2.83,0.04,0.63,315440.64,3840.0,3840.0,315440.64,,,,,,,0.32,,100.0,96.0,0.0,0.0,0.0,100.0,1.0,100.0,1.92,82.146
2025-02-04,7680.0,631042.56,2.89,0.04,0.63,315521.28,3840.0,3840.0,315521.28,,,,,,,0.32,,100.0,96.0,0.0,0.0,0.0,100.0,1.0,100.0,1.92,82.167
2025-02-05,3840.0,314684.16,1.34,0.02,0.32,314684.16,0.0,3840.0,0.0,,0.32,3840.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,81.949
2025-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,82.956
2025-02-07,34.0,2808.91,0.01,0.0,0.0,0.0,34.0,0.0,2808.91,,,,,34.0,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,82.615
2025-02-10,34.0,2821.9,0.01,0.0,0.0,0.0,34.0,0.0,2821.9,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,82.997
2025-02-11,34.0,2814.66,0.01,0.0,0.0,0.0,34.0,0.0,2814.66,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,82.784
2025-02-12,34.0,2790.11,0.01,0.0,0.0,0.0,34.0,0.0,2790.11,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,82.062
2025-02-13,34.0,2806.22,0.01,0.0,0.0,0.0,34.0,0.0,2806.22,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,82.536
2025-02-14,34.0,2795.62,0.01,0.0,0.0,0.0,34.0,0.0,2795.62,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,82.224
2025-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,82.694
2025-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,82.778
2025-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,83.098
2025-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,82.424
2025-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,82.479
2025-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,81.346
2025-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,80.176
2025-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,81.186
2025-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,81.245
2025-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,80.271
2025-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,80.534
2025-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,77.926
2025-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,76.77
2025-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,76.92
2025-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,75.477
2025-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,74.965
2025-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,73.402
2025-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,74.165
2025-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,73.47
2025-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,74.295
2025-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,74.466
2025-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,74.21
2025-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,74.913
2025-03-20,24.0,1805.76,0.01,0.0,0.0,0.0,24.0,0.0,1805.76,,,,,24.0,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,75.24
2025-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,24.0,,,,0.0,,0.0,0.0,24.0,1803.55,0.0,0.0,0.0,,0.0,75.148
2025-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,76.327
2025-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,76.549
2025-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,76.015
2025-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,75.673
2025-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,73.976
2025-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,73.443
2025-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,74.559
2025-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,74.395
2025-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,70.975
2025-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,67.821
2025-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,65.775
2025-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0
2025-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,64.908
2025-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,67.459
2025-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,66.876
2025-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,68.923
2025-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,69.558
2025-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,68.704
2025-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,67.867
2025-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,67.421
2025-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,69.734
2025-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,69.994
2025-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,70.479
2025-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,70.531
2025-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,70.883
2025-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,71.045
2025-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,73.157
2025-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,73.239
2025-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,72.869
2025-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,72.416
2025-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,73.586
2025-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,73.482
2025-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,75.914
2025-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,76.406
2025-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,76.371
2025-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,76.618
2025-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,77.174
2025-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,76.712
2025-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,76.881
2025-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,76.316
2025-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,75.594
2025-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,74.873
2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,75.389
2025-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,76.116
2025-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,76.264
2025-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,75.986
2025-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,75.759
2025-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,75.471
2025-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,76.354
2025-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,76.318
2025-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,76.485
2025-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,76.783
2025-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,76.729
2025-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,76.782
2025-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,76.834
2025-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,76.186
2025-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,75.799
2025-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4.0,304.58,0.0,0.0,0.0,,0.0,76.144
2025-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4.0,303.36,0.0,0.0,0.0,,0.0,75.84
2025-06-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4.0,303.33,0.0,0.0,0.0,,0.0,75.833
2025-06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4.0,300.31,0.0,0.0,0.0,,0.0,75.077
2025-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4.0,301.37,0.0,0.0,0.0,,0.0,75.342
2025-06-23,2.0,150.58,0.0,0.0,0.0,0.0,2.0,0.0,150.58,,,,,2.0,,0.0,,100.0,33.33,0.0,0.0,0.0,100.0,1.0,100.0,0.3333,75.29
2025-06-24,2.0,152.05,0.0,0.0,0.0,0.0,2.0,0.0,152.05,,,,,,,0.0,,100.0,40.0,0.0,0.0,0.0,100.0,1.0,100.0,0.4,76.023
2025-06-25,2.0,152.21,0.0,0.0,0.0,0.0,2.0,0.0,152.21,,,,,,,0.0,,100.0,40.0,0.0,0.0,0.0,100.0,1.0,100.0,0.4,76.104
2025-06-26,2.0,151.74,0.0,0.0,0.0,0.0,2.0,0.0,151.74,,,,,,,0.0,,100.0,40.0,0.0,0.0,0.0,100.0,1.0,100.0,0.4,75.868
2025-06-27,2.0,152.86,0.0,0.0,0.0,0.0,2.0,0.0,152.86,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,76.43
2025-06-30,2.0,152.51,0.0,0.0,0.0,0.0,2.0,0.0,152.51,,,,,,,0.0,,100.0,40.0,0.0,0.0,0.0,100.0,1.0,100.0,0.4,76.253
2025-07-01,2.0,152.57,0.0,0.0,0.0,0.0,2.0,0.0,152.57,,,,,,,0.0,,100.0,40.0,0.0,0.0,0.0,100.0,1.0,100.0,0.4,76.285
2025-07-02,2.0,152.62,0.0,0.0,0.0,0.0,2.0,0.0,152.62,,,,,,,0.0,,100.0,40.0,0.0,0.0,0.0,100.0,1.0,100.0,0.4,76.312
2025-07-03,2.0,154.26,0.0,0.0,0.0,0.0,2.0,0.0,154.26,,,,,,,0.0,,100.0,40.0,0.0,0.0,0.0,100.0,1.0,100.0,0.4,77.13
2025-07-04,2.0,153.27,0.0,0.0,0.0,0.0,2.0,0.0,153.27,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,76.634
2025-07-07,2.0,153.81,0.0,0.0,0.0,0.0,2.0,0.0,153.81,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,76.904
2025-07-08,2.0,153.5,0.0,0.0,0.0,0.0,2.0,0.0,153.5,,,,,,,0.0,,100.0,33.33,0.0,0.0,0.0,100.0,1.0,100.0,0.3333,76.75
2025-07-09,2.0,154.03,0.0,0.0,0.0,0.0,2.0,0.0,154.03,,,,,,,0.0,,100.0,33.33,0.0,0.0,0.0,100.0,1.0,100.0,0.3333,77.013
2025-07-10,2.0,154.9,0.0,0.0,0.0,0.0,2.0,0.0,154.9,,,,,,,0.0,,100.0,33.33,0.0,0.0,0.0,100.0,1.0,100.0,0.3333,77.451
2025-07-11,2.0,154.02,0.0,0.0,0.0,0.0,2.0,0.0,154.02,,,,,,,0.0,,100.0,33.33,0.0,0.0,0.0,100.0,1.0,100.0,0.3333,77.009
2025-07-14,2.0,154.26,0.0,0.0,0.0,0.0,2.0,0.0,154.26,,,,,,,0.0,,100.0,33.33,0.0,0.0,0.0,100.0,1.0,100.0,0.3333,77.128
2025-07-15,2.0,155.32,0.0,0.0,0.0,0.0,2.0,0.0,155.32,,,,,,,0.0,,100.0,33.33,0.0,0.0,0.0,100.0,1.0,100.0,0.3333,77.662
2025-07-16,2.0,153.69,0.0,0.0,0.0,0.0,2.0,0.0,153.69,,,,,,,0.0,,100.0,33.33,0.0,0.0,0.0,100.0,1.0,100.0,0.3333,76.843
2025-07-17,2.0,156.25,0.0,0.0,0.0,0.0,2.0,0.0,156.25,,,,,,,0.0,,100.0,20.0,0.0,0.0,0.0,100.0,1.0,100.0,0.2,78.124
2025-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,,,,0.0,,0.0,0.0,7.0,545.24,0.0,0.0,0.0,,0.0,77.892
2025-07-21,2.0,156.05,0.0,0.0,0.0,0.0,2.0,0.0,156.05,,,,,2.0,,0.0,,100.0,28.57,0.0,0.0,0.0,100.0,1.0,100.0,0.2857,78.027
2025-07-22,2.0,155.03,0.0,0.0,0.0,0.0,2.0,0.0,155.03,,,,,,,0.0,,100.0,33.33,0.0,0.0,0.0,100.0,1.0,100.0,0.3333,77.516
2025-07-23,2.0,156.08,0.0,0.0,0.0,0.0,2.0,0.0,156.08,,,,,,,0.0,,100.0,25.0,0.0,0.0,0.0,100.0,1.0,100.0,0.25,78.04
2025-07-24,2.0,156.54,0.0,0.0,0.0,0.0,2.0,0.0,156.54,,,,,,,0.0,,100.0,25.0,0.0,0.0,0.0,100.0,1.0,100.0,0.25,78.269
2025-07-25,2.0,156.79,0.0,0.0,0.0,0.0,2.0,0.0,156.79,,,,,,,0.0,,100.0,25.0,0.0,0.0,0.0,100.0,1.0,100.0,0.25,78.393
2025-07-28,2.0,158.02,0.0,0.0,0.0,0.0,2.0,0.0,158.02,,,,,,,0.0,,100.0,33.33,0.0,0.0,0.0,100.0,1.0,100.0,0.3333,79.009
2025-07-29,2.0,158.84,0.0,0.0,0.0,0.0,2.0,0.0,158.84,,,,,,,0.0,,100.0,33.33,0.0,0.0,0.0,100.0,1.0,100.0,0.3333,79.422
2025-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,,,,0.0,,0.0,0.0,4.0,318.95,0.0,0.0,0.0,,0.0,79.737
2025-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4.0,319.72,0.0,0.0,0.0,,0.0,79.931
2025-08-01,2.0,154.73,0.0,0.0,0.0,0.0,2.0,0.0,154.73,,,,,2.0,,0.0,,100.0,33.33,0.0,0.0,0.0,100.0,1.0,100.0,0.3333,77.367
2025-08-04,2.0,156.9,0.0,0.0,0.0,0.0,2.0,0.0,156.9,,,,,,,0.0,,100.0,66.67,0.0,0.0,0.0,100.0,1.0,100.0,0.6667,78.448
2025-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,78.393
2025-08-06,2.0,156.81,0.0,0.0,0.0,0.0,2.0,0.0,156.81,,,,,2.0,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,1.0,100.0,0.5,78.403
2025-08-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,,,,0.0,,0.0,0.0,12.0,943.86,0.0,0.0,0.0,100.0,0.0,78.655
2025-08-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,10.0,788.14,0.0,0.0,0.0,,0.0,78.814
2025-08-11,2.0,158.3,0.0,0.0,0.0,0.0,2.0,0.0,158.3,,,,,2.0,,0.0,,100.0,20.0,0.0,0.0,0.0,100.0,1.0,100.0,0.2,79.148
2025-08-12,2.0,157.91,0.0,0.0,0.0,0.0,2.0,0.0,157.91,,,,,,,0.0,,100.0,28.57,0.0,0.0,0.0,100.0,1.0,100.0,0.2857,78.955
2025-08-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,,,,0.0,,0.0,0.0,7.0,554.0,0.0,0.0,0.0,100.0,0.0,79.143
2025-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2.0,159.31,0.0,0.0,0.0,,0.0,79.657
2025-08-15,2.0,158.73,0.0,0.0,0.0,0.0,2.0,0.0,158.73,,,,,2.0,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,1.0,100.0,0.5,79.367
2025-08-18,2.0,159.21,0.0,0.0,0.0,0.0,2.0,0.0,159.21,,,,,,,0.0,,100.0,40.0,0.0,0.0,0.0,100.0,1.0,100.0,0.4,79.607
2025-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,,,,0.0,,0.0,0.0,3.0,238.71,0.0,0.0,0.0,,0.0,79.569
2025-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4.0,316.13,0.0,0.0,0.0,,0.0,79.032
2025-08-21,2.0,158.49,0.0,0.0,0.0,0.0,2.0,0.0,158.49,,,,,2.0,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,1.0,100.0,0.5,79.244
2025-08-22,2.0,159.75,0.0,0.0,0.0,0.0,2.0,0.0,159.75,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,1.0,100.0,0.5,79.873
2025-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,,,,0.0,,0.0,0.0,4.0,318.92,0.0,0.0,0.0,,0.0,79.73
2025-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4.0,318.56,0.0,0.0,0.0,,0.0,79.641
2025-08-27,2.0,160.57,0.0,0.0,0.0,0.0,2.0,0.0,160.57,,,,,2.0,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,1.0,100.0,0.5,80.286
2025-08-28,2.0,159.86,0.0,0.0,0.0,0.0,2.0,0.0,159.86,,,,,,,0.0,,100.0,28.57,0.0,0.0,0.0,100.0,1.0,100.0,0.2857,79.928
2025-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,,,,0.0,,0.0,0.0,5.0,396.98,0.0,0.0,0.0,,0.0,79.395
