,PAEJ FP Equity_DX_SI_QTY,PAEJ FP Equity_DX_SHORT_INTEREST_VALUE,PAEJ FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,PAEJ FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,PAEJ FP Equity_DX_SI_MV,PAEJ FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,PAEJ FP Equity_DX_SUPPLY_SI_QTY,PAEJ FP Equity_DX_BROKER_SI_QTY,PAEJ FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,PAEJ FP Equity_DX_BROKER_SI_MV_NEW_x,PAEJ FP Equity_DX_BROKER_SI_QTY_ADD,PAEJ FP Equity_DX_BROKER_SI_QTY_NEW,PAEJ FP Equity_DX_BROKER_SI_MV_NEW_y,PAEJ FP Equity_DX_BROKER_SI_MV_ADD,PAEJ FP Equity_DX_BROKER_SI_QTY_DEC,PAEJ FP Equity_DX_SUPPLY_SI_MV,PAEJ FP Equity_DX_BROKER_SI_MV_DEC,PAEJ FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,PAEJ FP Equity_DX_UTILIZATION_QUANTITY,PAEJ FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,PAEJ FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,PAEJ FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,PAEJ FP Equity_DX_ACTIVE_UTILIZATION_MV,PAEJ FP Equity_DX_BROKER_SI_MARKET_SHARE_2,PAEJ FP Equity_DX_BROKER_SI_CON_RATIO,PAEJ FP Equity_DX_BROKER_SI_MARKET_SHARE_1,PAEJ FP Equity_DX_DEMAND_SUPPLY_RATIO
2016-06-16,9000.0,95850.0,10.34,2.1,0.1,95850.0,0.0,9000.0,0.0,,9000.0,,,0.1,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2016-06-17,9000.0,95670.0,10.34,2.1,0.1,95670.0,0.0,9000.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2016-06-20,9000.0,97650.0,10.55,2.1,0.1,97650.0,0.0,9000.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2016-06-21,9000.0,97920.0,12.21,2.1,0.1,97920.0,0.0,9000.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2016-06-22,9000.0,98910.0,12.31,2.1,0.1,98910.0,0.0,9000.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2016-06-23,9000.0,99000.0,12.2,2.1,0.1,99000.0,0.0,9000.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2016-06-24,9000.0,97290.0,12.2,2.1,0.1,97290.0,0.0,9000.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2016-06-27,9000.0,95760.0,11.5,2.1,0.1,95760.0,0.0,9000.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2016-06-28,9000.0,97560.0,11.0,2.1,0.1,97560.0,0.0,9000.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2016-06-29,9000.0,99540.0,10.56,2.1,0.1,99540.0,0.0,9000.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2016-06-30,9000.0,100170.0,10.38,2.1,0.1,100170.0,0.0,9000.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2016-07-01,18000.0,202320.0,20.94,4.19,0.2,202320.0,0.0,18000.0,0.0,0.1,,9000.0,0.1,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.75,0.5,50.25,0.0
2016-07-04,18000.0,202860.0,20.95,4.19,0.2,202860.0,0.0,18000.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.93,0.5,50.07,0.0
2016-07-05,18000.0,200520.0,20.94,4.19,0.2,200520.0,0.0,18000.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.71,0.5,50.29,0.0
2016-07-06,18000.0,198900.0,20.48,4.19,0.2,198900.0,0.0,18000.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.8,0.5,50.2,0.0
2016-07-07,18000.0,200340.0,20.72,4.19,0.2,200340.0,0.0,18000.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.82,0.5,50.18,0.0
2016-07-08,18000.0,203580.0,20.64,4.19,0.2,203580.0,0.0,18000.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.6,0.5,50.4,0.0
2016-07-11,18000.0,206820.0,17.03,4.19,0.21,206820.0,0.0,18000.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.61,0.5,50.39,0.0
2016-07-12,18000.0,208800.0,16.81,4.19,0.21,208800.0,0.0,18000.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.76,0.5,50.24,0.0
2016-07-13,18000.0,207360.0,16.45,4.19,0.21,207360.0,0.0,18000.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.83,0.5,50.17,0.0
2016-07-14,18000.0,210240.0,17.6,4.19,0.21,210240.0,0.0,18000.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.66,0.5,50.34,0.0
2016-07-15,18000.0,210240.0,13.21,4.19,0.21,210240.0,0.0,18000.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2016-07-18,18000.0,211140.0,10.63,4.19,0.21,211140.0,0.0,18000.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.89,0.5,50.11,0.0
2016-07-19,18000.0,211140.0,10.41,4.19,0.21,211140.0,0.0,18000.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2016-07-20,18000.0,212760.0,10.36,4.19,0.21,212760.0,0.0,18000.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.81,0.5,50.19,0.0
2016-07-21,18000.0,212760.0,10.23,4.19,0.21,212760.0,0.0,18000.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2016-07-22,18000.0,212760.0,10.21,4.19,0.21,212760.0,0.0,18000.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2016-07-25,18000.0,212040.0,10.16,4.19,0.21,212040.0,0.0,18000.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.92,0.5,50.08,0.0
2016-07-26,18000.0,213660.0,10.9,4.19,0.21,213660.0,0.0,18000.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.81,0.5,50.19,0.0
2016-07-27,18000.0,213840.0,10.97,4.19,0.21,213840.0,0.0,18000.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.98,0.5,50.02,0.0
2016-07-28,18000.0,211680.0,10.84,4.19,0.21,211680.0,0.0,18000.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.75,0.5,50.25,0.0
2016-07-29,18000.0,211320.0,10.84,4.19,0.21,211320.0,0.0,18000.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.96,0.5,50.04,0.0
2016-08-01,18000.0,212940.0,10.6,4.19,0.21,212940.0,0.0,18000.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.81,0.5,50.19,0.0
2016-08-02,18000.0,209340.0,10.46,4.19,0.21,209340.0,0.0,18000.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.57,0.5,50.43,0.0
2016-08-03,9000.0,104760.0,5.23,2.1,0.1,104760.0,0.0,9000.0,0.0,,,,,,9000.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,49.89,1.0,100.0,0.0
2016-10-21,1900.0,23579.0,2.73,0.44,0.02,23579.0,0.0,1900.0,0.0,,1900.0,,,0.02,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,47.37,0.5014,52.63,0.0
2016-10-24,1900.0,23674.0,2.78,0.44,0.02,23674.0,0.0,1900.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,47.37,0.5014,52.63,0.0
2016-10-25,1900.0,23712.0,2.67,0.44,0.02,23712.0,0.0,1900.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,47.37,0.5014,52.63,0.0
2016-10-26,1900.0,23503.0,1.44,0.44,0.02,23503.0,0.0,1900.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,47.37,0.5014,52.63,0.0
2016-10-27,1900.0,23237.0,1.45,0.44,0.02,23237.0,0.0,1900.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,47.37,0.5014,52.63,0.0
2016-10-28,1900.0,23142.0,1.38,0.44,0.02,23142.0,0.0,1900.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,47.37,0.5014,52.63,0.0
2016-10-31,1900.0,23085.0,1.38,0.44,0.02,23085.0,0.0,1900.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,47.37,0.5014,52.63,0.0
2016-11-01,1900.0,22781.0,1.39,0.44,0.02,22781.0,0.0,1900.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,47.37,0.5014,52.63,0.0
2016-11-02,1900.0,22458.0,1.14,0.44,0.02,22458.0,0.0,1900.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,47.37,0.5014,52.63,0.0
2016-11-03,1900.0,22477.0,0.85,0.44,0.02,22477.0,0.0,1900.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,47.37,0.5014,52.63,0.0
2016-11-04,1900.0,22306.0,0.85,0.43,0.02,22306.0,0.0,1900.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,47.37,0.5014,52.63,0.0
2016-11-07,1900.0,22914.0,0.78,0.36,0.02,22914.0,0.0,1900.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,47.56,0.5012,52.44,0.0
2020-10-21,95500.0,1525135.0,32.66,6.08,1.52,1525135.0,0.0,95500.0,0.0,,95500.0,,,1.52,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-10-22,95500.0,1527045.0,32.81,6.08,1.52,1527045.0,0.0,95500.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-10-23,95500.0,1524466.5,31.8,6.08,1.53,1524466.5,0.0,95500.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-10-26,95500.0,1517304.0,31.27,6.08,1.52,1517304.0,0.0,95500.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-10-27,95500.0,1524275.5,30.65,6.08,1.51,1524275.5,0.0,95500.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-10-28,95500.0,1509282.0,30.72,6.08,1.52,1509282.0,0.0,95500.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-10-29,95500.0,1525803.5,28.21,5.55,1.51,1525803.5,0.0,95500.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2022-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3.0,45.74,0.0,0.0,,0.0,,0.0
2022-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3.0,45.64,0.0,0.0,,0.0,,0.0
2022-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3.0,45.35,0.0,0.0,,0.0,,0.0
2022-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3.0,45.34,0.0,0.0,,0.0,,0.0
2022-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3.0,45.76,0.0,0.0,,0.0,,0.0
2022-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3.0,45.33,0.0,0.0,,0.0,,0.0
2022-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3.0,45.06,0.0,0.0,,0.0,,0.0
2022-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3.0,45.43,0.0,0.0,,0.0,,0.0
2022-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3.0,45.13,0.0,0.0,,0.0,,0.0
2022-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3.0,43.48,0.0,0.0,,0.0,,0.0
2022-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3.0,43.67,0.0,0.0,,0.0,,0.0
2022-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3.0,44.26,0.0,0.0,,0.0,,0.0
2022-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3.0,44.4,0.0,0.0,,0.0,,0.0
2022-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3.0,43.75,0.0,0.0,,0.0,,0.0
2022-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3.0,44.03,0.0,0.0,,0.0,,0.0
2022-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3.0,45.06,0.0,0.0,,0.0,,0.0
2022-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3.0,45.05,0.0,0.0,,0.0,,0.0
2022-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3.0,45.2,0.0,0.0,,0.0,,0.0
2022-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3.0,46.15,0.0,0.0,,0.0,,0.0
2022-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3.0,46.22,0.0,0.0,,0.0,,0.0
2022-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3.0,46.42,0.0,0.0,,0.0,,0.0
2022-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3.0,45.88,0.0,0.0,,0.0,,0.0
2022-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3.0,46.82,0.0,0.0,,0.0,,0.0
2022-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3.0,47.51,0.0,0.0,,0.0,,0.0
2022-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3.0,47.64,0.0,0.0,,0.0,,0.0
2022-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3.0,48.83,0.0,0.0,,0.0,,0.0
2022-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3.0,47.78,0.0,0.0,,0.0,,0.0
2022-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3.0,47.98,0.0,0.0,,0.0,,0.0
2022-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3.0,47.79,0.0,0.0,,0.0,,0.0
2022-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3.0,47.46,0.0,0.0,,0.0,,0.0
2022-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3.0,47.49,0.0,0.0,,0.0,,0.0
2022-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3.0,47.5,0.0,0.0,,0.0,,0.0
2022-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3.0,47.82,0.0,0.0,,0.0,,0.0
2022-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3.0,47.36,0.0,0.0,,0.0,,0.0
2022-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3.0,47.38,0.0,0.0,,0.0,,0.0
2022-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3.0,48.45,0.0,0.0,,0.0,,0.0
2022-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3.0,49.48,0.0,0.0,,0.0,,0.0
2022-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3.0,49.18,0.0,0.0,,0.0,,0.0
2022-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3.0,49.29,0.0,0.0,,0.0,,0.0
2022-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3.0,49.01,0.0,0.0,,0.0,,0.0
2022-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3.0,48.89,0.0,0.0,,0.0,,0.0
2022-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3.0,48.44,0.0,0.0,,0.0,,0.0
2022-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3.0,48.85,0.0,0.0,,0.0,,0.0
2022-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3.0,49.21,0.0,0.0,,0.0,,0.0
2022-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3.0,48.45,0.0,0.0,,0.0,,0.0
2022-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3.0,49.34,0.0,0.0,,0.0,,0.0
2022-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3.0,49.02,0.0,0.0,,0.0,,0.0
2022-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3.0,47.63,0.0,0.0,,0.0,,0.0
2022-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3.0,47.89,0.0,0.0,,0.0,,0.0
2022-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3.0,47.84,0.0,0.0,,0.0,,0.0
2022-12-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3.0,47.31,0.0,0.0,,0.0,,0.0
2022-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3.0,47.78,0.0,0.0,,0.0,,0.0
2022-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3.0,47.54,0.0,0.0,,0.0,,0.0
2022-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3.0,47.33,0.0,0.0,,0.0,,0.0
2022-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3.0,47.33,0.0,0.0,,0.0,,0.0
2022-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3.0,48.17,0.0,0.0,,0.0,,0.0
2022-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3.0,47.55,0.0,0.0,,0.0,,0.0
2022-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3.0,47.93,0.0,0.0,,0.0,,0.0
