,WPEA FP Equity_DX_SI_QTY,WPEA FP Equity_DX_SHORT_INTEREST_VALUE,WPEA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,WPEA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,WPEA FP Equity_DX_SI_MV,WPEA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,WPEA FP Equity_DX_SUPPLY_SI_QTY,WPEA FP Equity_DX_BROKER_SI_QTY,WPEA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,WPEA FP Equity_DX_SUPPLY_SI_QTY_INC_x,WPEA FP Equity_DX_BROKER_SI_MV_INC_x,WPEA FP Equity_DX_BROKER_SI_QTY_ADD,WPEA FP Equity_DX_SUPPLY_SI_MV_DEC,WPEA FP Equity_DX_BROKER_SI_QTY_INC,WPEA FP Equity_DX_SUPPLY_SI_QTY_DEC,WPEA FP Equity_DX_BROKER_SI_MV_INC_y,WPEA FP Equity_DX_SUPPLY_SI_QTY_INC_y,WPEA FP Equity_DX_BROKER_SI_MV_ADD,WPEA FP Equity_DX_SUPPLY_SI_QTY_ADD,WPEA FP Equity_DX_BROKER_SI_QTY_DEC,WPEA FP Equity_DX_SUPPLY_SI_MV,WPEA FP Equity_DX_BROKER_SI_MV_DEC,WPEA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,WPEA FP Equity_DX_UTILIZATION_QUANTITY,WPEA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,WPEA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,WPEA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,WPEA FP Equity_DX_ACTIVE_UTILIZATION_MV,WPEA FP Equity_DX_BROKER_SI_MARKET_SHARE_2,WPEA FP Equity_DX_BROKER_SI_CON_RATIO,WPEA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,WPEA FP Equity_DX_DEMAND_SUPPLY_RATIO,WPEA FP Equity_PX_LAST
2024-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3129
2024-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.299
2024-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3084
2024-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.327
2024-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3166
2024-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3486
2024-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3632
2024-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3627
2024-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.405
2024-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4132
2024-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4315
2024-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4763
2024-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.465
2024-10-16,68000.0,371538.4,0.22,0.17,0.37,185769.2,34000.0,34000.0,185769.2,,,34000.0,,,,,,0.19,34000.0,,0.19,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,5.4638
2024-10-17,34000.0,187319.6,0.11,0.08,0.19,0.0,34000.0,0.0,187319.6,,,,,,,,,,,34000.0,0.19,0.19,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,5.5094
2024-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.19,,34000.0,,,,,,0.0,,0.0,0.0,34000.0,187061.2,0.2,0.0,,0.0,,0.0,5.5018
2024-10-21,75400.0,413531.3,0.25,0.18,0.41,206765.65,37700.0,37700.0,206765.65,,,37700.0,,,,,,0.21,37700.0,,0.21,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,5.4845
2024-10-22,37700.0,206973.0,0.13,0.09,0.21,0.0,37700.0,0.0,206973.0,,,,,,,,,,,37700.0,0.21,0.21,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,5.49
2024-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4693
2024-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4624
2024-10-25,77000.0,422152.5,0.25,0.18,0.42,211076.25,38500.0,38500.0,211076.25,,,38500.0,,,,,,0.21,38500.0,,0.21,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,5.4825
2024-10-28,77000.0,421744.4,0.25,0.18,0.42,210872.2,38500.0,38500.0,210872.2,,,,,,,,,,,,0.21,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,5.4772
2024-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4828
2024-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4573
2024-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.363
2024-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4022
2024-11-04,34200.0,183147.84,0.1,0.08,0.19,91573.92,17100.0,17100.0,91573.92,,,17100.0,,,,,,0.09,17100.0,,0.09,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,5.3552
2024-11-05,76800.0,413383.68,0.21,0.17,0.42,206691.84,38400.0,38400.0,206691.84,21300.0,0.12,,,21300.0,,0.12,21300.0,,,,0.21,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,5.3826
2024-11-06,76800.0,426240.0,0.21,0.17,0.42,213120.0,38400.0,38400.0,213120.0,,,,,,,,,,,,0.21,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,5.55
2024-11-07,76800.0,428812.8,0.2,0.17,0.43,214406.4,38400.0,38400.0,214406.4,,,,,,,,,,,,0.21,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,5.5835
2024-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.22,,38400.0,,,,,38400.0,0.0,0.22,0.0,0.0,17100.0,96266.16,0.1,0.0,,0.0,,0.0,5.6296
2024-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,17100.0,97223.76,0.1,0.0,,0.0,,0.0,5.6856
2024-11-12,71600.0,405664.12,0.18,0.15,0.41,202832.06,35800.0,35800.0,202832.06,,,35800.0,,,,,,0.2,35800.0,,0.21,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,5.6657
2024-11-13,71600.0,407131.92,0.18,0.15,0.41,203565.96,35800.0,35800.0,203565.96,,,,,,,,,,,,0.2,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,5.6862
2024-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.2,,35800.0,,,,,35800.0,0.0,0.2,0.0,0.0,600.0,3409.68,0.0,0.0,,0.0,,0.0,5.6828
2024-11-15,73000.0,409697.9,0.18,0.15,0.41,204848.95,36500.0,36500.0,204848.95,,,36500.0,,,,,,0.2,36500.0,,0.21,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,5.6123
2024-11-18,73000.0,410573.9,0.18,0.15,0.41,205286.95,36500.0,36500.0,205286.95,,,,,,,,,,,,0.21,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,5.6243
2024-11-19,73000.0,410245.4,0.18,0.15,0.41,205122.7,36500.0,36500.0,205122.7,,,,,,,,,,,,0.21,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,5.6198
2024-11-20,73000.0,410500.9,0.18,0.15,0.41,205250.45,36500.0,36500.0,205250.45,,,,,,,,,,,,0.21,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,5.6233
2024-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6982
2024-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7639
2024-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7900.0,45462.13,0.05,0.0,,0.0,,0.0,5.7547
2024-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7596
2024-11-27,34100.0,194809.89,0.08,0.07,0.2,0.0,34100.0,0.0,194809.89,,,,,,,,,,34100.0,,0.2,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,5.7129
2024-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7385
2024-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7603
2024-12-02,77600.0,450638.72,0.18,0.15,0.45,225319.36,38800.0,38800.0,225319.36,,,38800.0,,,,,,0.23,38800.0,,0.22,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,5.8072
2024-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.804
2024-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8218
2024-12-05,78200.0,454865.94,0.17,0.14,0.46,227432.97,39100.0,39100.0,227432.97,,,39100.0,,,,,,0.23,39100.0,,0.23,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,5.8167
2024-12-06,78200.0,455077.08,0.16,0.14,0.46,227538.54,39100.0,39100.0,227538.54,,,,,,,,,,,,0.23,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,5.8194
2024-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8005
2024-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8088
2024-12-11,70800.0,413875.56,0.14,0.13,0.41,206937.78,35400.0,35400.0,206937.78,,,35400.0,,,,,,0.21,35400.0,,0.21,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,5.8457
2024-12-12,70800.0,413004.72,0.14,0.12,0.41,206502.36,35400.0,35400.0,206502.36,,,,,,,,,,,,0.21,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,5.8334
2024-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.21,,35400.0,,,,,35400.0,0.0,0.21,0.0,0.0,35400.0,205415.58,0.22,0.0,,0.0,,0.0,5.8027
2024-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8123
2024-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7973
2024-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8073
2024-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7163
2024-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7252
2024-12-23,95200.0,543830.0,0.17,0.16,0.54,271915.0,47600.0,47600.0,271915.0,,,47600.0,,,,,,0.27,47600.0,,0.27,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,5.7125
2024-12-24,95200.0,548694.72,0.17,0.16,0.55,274347.36,47600.0,47600.0,274347.36,,,,,,,,,,,,0.27,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,5.7636
2024-12-25,95200.0,548694.72,0.17,0.16,0.55,274347.36,47600.0,47600.0,274347.36,,,,,,,,,,,,0.27,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,
2024-12-26,95200.0,548694.72,0.17,0.16,0.55,274347.36,47600.0,47600.0,274347.36,,,,,,,,,,,,0.27,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,
2024-12-27,95200.0,546724.08,0.17,0.16,0.55,273362.04,47600.0,47600.0,273362.04,,,,,,,,,,,,0.28,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,5.7429
2024-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7103
2024-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7256
2025-01-02,111000.0,641835.3,0.19,0.18,0.64,320917.65,55500.0,55500.0,320917.65,,,55500.0,,,,,,0.32,55500.0,,0.32,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,5.7823
2025-01-03,111000.0,641036.1,0.18,0.18,0.64,320518.05,55500.0,55500.0,320518.05,,,,,,,,,,,,0.32,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,5.7751
2025-01-06,111000.0,645176.4,0.18,0.18,0.65,322588.2,55500.0,55500.0,322588.2,,,,,,,,,,,,0.32,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,5.8124
2025-01-07,111000.0,640470.0,0.17,0.18,0.64,320235.0,55500.0,55500.0,320235.0,,,,,,,,,,,,0.32,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,5.77
2025-01-08,65000.0,375160.5,0.1,0.1,0.38,187580.25,32500.0,32500.0,187580.25,,,,0.14,,23000.0,,,,,23000.0,0.19,0.13,100.0,58.56,0.0,0.0,0.0,100.0,,1.0,100.0,1.1712,5.7717
2025-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7788
2025-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7213
2025-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7107
2025-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7036
2025-01-15,118000.0,683869.0,0.17,0.17,0.68,341934.5,59000.0,59000.0,341934.5,,,59000.0,,,,,,0.34,59000.0,,0.34,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,5.7955
2025-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.34,,59000.0,,,,,59000.0,0.0,0.34,0.0,0.0,100.0,581.17,0.0,0.0,,0.0,,0.0,5.8117
2025-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,100.0,586.23,0.0,0.0,,0.0,,0.0,5.8623
2025-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,500.0,2917.5,0.0,0.0,,0.0,,0.0,5.835
2025-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8383
2025-01-22,65200.0,383891.08,0.09,0.09,0.38,191945.54,32600.0,32600.0,191945.54,,,32600.0,,,,,,0.19,32600.0,,0.19,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,5.8879
2025-01-23,118000.0,695987.6,0.17,0.17,0.69,347993.8,59000.0,59000.0,347993.8,26400.0,0.16,,,26400.0,,0.16,26400.0,,,,0.35,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,5.8982
2025-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.35,,59000.0,,,,,59000.0,0.0,0.35,0.0,0.0,59000.0,346477.5,0.37,0.0,,0.0,,0.0,5.8725
2025-01-27,120200.0,694130.96,0.18,0.17,0.7,347065.48,60100.0,60100.0,347065.48,,,60100.0,,,,,,0.35,60100.0,,0.36,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,5.7748
2025-01-28,120200.0,703482.52,0.17,0.17,0.7,351741.26,60100.0,60100.0,351741.26,,,,,,,,,,,,0.35,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,5.8526
2025-01-29,120200.0,705706.22,0.17,0.16,0.71,352853.11,60100.0,60100.0,352853.11,,,,,,,,,,,,0.35,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,5.8711
2025-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.36,,60100.0,,,,,60100.0,0.0,0.36,0.0,0.0,60100.0,353616.38,0.38,0.0,,0.0,100.0,0.0,5.8838
2025-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,60100.0,357246.42,0.37,0.0,,0.0,,0.0,5.9442
2025-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8907
2025-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,500.0,2945.85,0.0,0.0,,0.0,,0.0,5.8917
2025-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8727
2025-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9413
2025-02-07,125800.0,746270.76,0.16,0.16,0.75,373135.38,62900.0,62900.0,373135.38,,,62900.0,,,,,,0.37,62900.0,,0.38,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,5.9322
2025-02-10,62900.0,374997.22,0.08,0.08,0.37,0.0,62900.0,0.0,374997.22,,,,,,,,,,,62900.0,0.37,0.37,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,5.9618
2025-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9469
2025-02-12,118800.0,702096.12,0.15,0.15,0.7,351048.06,59400.0,59400.0,351048.06,,,59400.0,,,,,,0.35,59400.0,,0.35,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,5.9099
2025-02-13,118800.0,705600.72,0.15,0.15,0.7,352800.36,59400.0,59400.0,352800.36,,,,,,,,,,,,0.35,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,5.9394
2025-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.35,,59400.0,,,,,59400.0,0.0,0.35,0.0,0.0,59400.0,352040.04,0.37,0.0,,0.0,,0.0,5.9266
2025-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,600.0,3573.48,0.0,0.0,,0.0,,0.0,5.9558
2025-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,700.0,4170.81,0.0,0.0,,0.0,,0.0,5.9583
2025-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,500.0,2989.35,0.0,0.0,,0.0,,0.0,5.9787
2025-02-20,125200.0,741221.56,0.17,0.15,0.74,370610.78,62600.0,62600.0,370610.78,,,62600.0,,,,,,0.37,62600.0,,0.37,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,5.9203
2025-02-21,125200.0,742085.44,0.17,0.15,0.74,371042.72,62600.0,62600.0,371042.72,,,,,,,,,,,,0.37,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,5.9272
2025-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8588
2025-02-25,119800.0,691485.6,0.16,0.14,0.7,345742.8,59900.0,59900.0,345742.8,,,59900.0,,,,,,0.35,59900.0,,0.35,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,5.772
2025-02-26,119800.0,700242.98,0.16,0.14,0.7,350121.49,59900.0,59900.0,350121.49,,,,,,,,,,,,0.35,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,5.8451
2025-02-27,36600.0,214271.04,0.05,0.04,0.21,107135.52,18300.0,18300.0,107135.52,,,,0.24,,41600.0,,,,,41600.0,0.11,0.25,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,5.8544
2025-02-28,125000.0,724050.0,0.16,0.14,0.72,362025.0,62500.0,62500.0,362025.0,44200.0,0.25,,,44200.0,,0.25,44200.0,,,,0.36,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,5.7924
2025-03-03,88400.0,513232.72,0.11,0.1,0.51,256616.36,44200.0,44200.0,256616.36,,,,0.1,,18300.0,,,,,18300.0,0.25,0.1,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,5.8058
2025-03-04,118000.0,662912.2,0.15,0.14,0.66,331456.1,59000.0,59000.0,331456.1,14800.0,0.08,,,14800.0,,0.08,14800.0,,,,0.34,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,5.6179
2025-03-05,118000.0,653543.0,0.14,0.13,0.65,326771.5,59000.0,59000.0,326771.5,,,,,,,,,,,,0.33,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,5.5385
2025-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5533
2025-03-07,127400.0,694126.16,0.15,0.14,0.7,347063.08,63700.0,63700.0,347063.08,,,63700.0,,,,,,0.35,63700.0,,0.35,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,5.4484
2025-03-10,43600.0,235784.44,0.05,0.05,0.24,117892.22,21800.0,21800.0,117892.22,,,,0.23,,41900.0,,,,,41900.0,0.12,0.23,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,5.4079
2025-03-11,43600.0,230944.84,0.05,0.05,0.23,115472.42,21800.0,21800.0,115472.42,,,,,,,,,,,,0.12,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,5.2969
2025-03-12,21800.0,116691.04,0.02,0.02,0.12,0.0,21800.0,0.0,116691.04,,,,,,,,,,,21800.0,0.12,0.12,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,5.3528
2025-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3123
2025-03-14,126800.0,681258.36,0.14,0.14,0.68,340629.18,63400.0,63400.0,340629.18,,,63400.0,,,,,,0.34,63400.0,,0.34,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,5.3727
2025-03-17,126800.0,684238.16,0.14,0.13,0.68,342119.08,63400.0,63400.0,342119.08,,,,,,,,,,,,0.34,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,5.3962
2025-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.34,,63400.0,,,,,63400.0,0.0,0.34,0.0,0.0,63400.0,340775.0,0.36,0.0,,0.0,,0.0,5.375
2025-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4278
2025-03-20,132800.0,723175.68,0.16,0.14,0.72,361587.84,66400.0,66400.0,361587.84,,,66400.0,,,,,,0.36,66400.0,,0.36,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,5.4456
2025-03-21,132800.0,721582.08,0.16,0.14,0.72,360791.04,66400.0,66400.0,360791.04,,,,,,,,,,,,0.36,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,5.4336
